# syst, prompt_ratio, error
Central, 0.4338042832907567, 0.00018778904407617384
PileupReweight, 0.4363857574048924, 0.00018974683497123497
L1PrefireUp, 0.4346214977773011, 0.0001856432532488595
L1PrefireDown, 0.4330238135742822, 0.0001899542593961529
ElectronRecoSFUp, 0.43393003982702827, 0.0001891819026341031
ElectronRecoSFDown, 0.4338042832907567, 0.00018778904407617384
HeavyTagUpUnCorr, 0.4336017392319642, 0.00018775246762329633
HeavyTagDownUnCorr, 0.4340067418805609, 0.00018781034969647182
LightTagUpUnCorr, 0.4339528553238994, 0.00018783322716889108
LightTagDownUnCorr, 0.4336562376148287, 0.00018773108784432254
JetResUp, 0.4348683031084217, 0.00018685008339985307
JetResDown, 0.431968070558838, 0.00018687192950625774
JetEnUp, 0.42801227102698913, 0.00016695650336534098
JetEnDown, 0.43295108590068476, 0.0001953008653932652
ElectronResUp, 0.4337925065665761, 0.00018754752134162166
ElectronResDown, 0.4338042832907567, 0.00018778904407617384
ElectronEnUp, 0.43373974394900167, 0.0001941874923696312
ElectronEnDown, 0.4337347437099075, 0.00018067641213566013
MuonEnUp, 0.4338040779626807, 0.00018778875263821083
MuonEnDown, 0.43380489903885744, 0.0001877903065762328
total error = 0.006661087252049927(1.54%)
