# syst, prompt_ratio, error
Central, 0.07020238938373953, 0.00011627593165961004
PileupReweight, 0.0711335376347739, 0.00011633835894569205
L1PrefireUp, 0.07016632002903572, 0.00011404728294959331
L1PrefireDown, 0.07024278692673178, 0.00011853585100241466
ElectronRecoSFUp, 0.06930191377109089, 0.00010832968623794386
ElectronRecoSFDown, 0.07020238938373953, 0.00011627593165961004
HeavyTagUpUnCorr, 0.0701932513958823, 0.00011620941777186242
HeavyTagDownUnCorr, 0.07021138853717718, 0.00011633626099765675
LightTagUpUnCorr, 0.0701991459684037, 0.00011631897854039614
LightTagDownUnCorr, 0.07020563732039559, 0.00011619511771365495
JetResUp, 0.07044484549892074, 0.00011595480048760156
JetResDown, 0.07001041405061938, 0.00011558867932357491
JetEnUp, 0.06916812058655265, 0.00010832316938440975
JetEnDown, 0.07134102025185658, 0.00012666874859325715
ElectronResUp, 0.07020256299222166, 0.00011639261394723385
ElectronResDown, 0.07020238938373953, 0.00011627593165961004
ElectronEnUp, 0.07006628742503702, 0.00012322011760011566
ElectronEnDown, 0.07024348910164822, 0.0001171868575051974
MuonEnUp, 0.07020234311769818, 0.00011627590218605468
MuonEnDown, 0.07020257808050798, 0.00011627630038692227
total error = 0.0017512648373629307(2.49%)
