# syst, prompt_ratio, error
Central, 0.16453204061200233, 0.00024193229245501297
PileupReweight, 0.16238711691013047, 0.00024818787150636314
L1PrefireUp, 0.16435163129669966, 0.00024005587860869126
L1PrefireDown, 0.16476757265022351, 0.00024419179968159546
MuonRecoSFUp, 0.16452988242543298, 0.00024194665155492635
MuonRecoSFDown, 0.16453420429459192, 0.00024191787579672645
HeavyTagUpUnCorr, 0.16452636996667674, 0.00024269738868630392
HeavyTagDownUnCorr, 0.1645377077214621, 0.00024112962588395269
LightTagUpUnCorr, 0.164602400601155, 0.00024211625414457082
LightTagDownUnCorr, 0.1644620846817671, 0.0002417513879121464
JetResUp, 0.1630622033621013, 0.00023552476582729438
JetResDown, 0.16427764222250527, 0.000239062493937689
JetEnUp, 0.16060655342646346, 0.0002133142161679872
JetEnDown, 0.16711041931424925, 0.00027045738180400816
ElectronResUp, 0.16453211816819036, 0.00024193218808392567
ElectronResDown, 0.16453204061200233, 0.00024193229245501297
ElectronEnUp, 0.16453166494390714, 0.00024193041507068
ElectronEnDown, 0.16453154030227513, 0.00024192601778839725
MuonEnUp, 0.16382724330535658, 0.00023376302065553106
MuonEnDown, 0.16470698775254286, 0.00024201155245878286
total error = 0.004773500006560542(2.90%)
