0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(64, 'Adadelta', 0.0001, 'CyclicLR')","(128, 'RMSprop', 0.002, 'CyclicLR')","(128, 'Adadelta', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.0005, 'CyclicLR')","(64, 'RMSprop', 0.002, 'StepLR')","(128, 'RMSprop', 0.002, 'StepLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(64, 'AdamW', 0.002, 'StepLR')","(128, 'RMSprop', 0.001, 'StepLR')","(64, 'Adam', 0.002, 'CyclicLR')","(128, 'RMSprop', 0.0005, 'CyclicLR')","(64, 'RMSprop', 0.0005, 'CyclicLR')"
fitness,0.0005616873119558001,0.00041729857335,0.00046817319993919997,0.0004161894562699,0.00041841932019539993,0.0004230560229883,0.0004136337399008,0.0004135801555617,0.0004135292125127,0.0004134619623896,0.00041289510968190005,0.00041239183005830005
