,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,0.5423618387958057,0.01959807384004575,0.5421082400062437,0.5426150368200288,0.5298054246114441,0.5379566977241732,0.509248778667447
ptCorr_10to15_abseta_0p8to1p479,0.587657948111584,0.026988401543469088,0.5874226568445482,0.5878928587779615,0.5785473489280468,0.570295079023889,0.6022031691816178
ptCorr_10to15_abseta_1p479to2p5,0.6126584116855494,0.022980817744704767,0.6125387002365202,0.6127780050616433,0.6032795165551693,0.6164720769878518,0.6417564072627219
ptCorr_15to20_abseta_0p0to0p8,0.30688714350132223,0.01685856030214072,0.3061548273253566,0.30761741454188735,0.29406734449865085,0.3082966817071863,0.3947975753336898
ptCorr_15to20_abseta_0p8to1p479,0.35413787054076595,0.02190807188858448,0.3534923011964702,0.3547816945025629,0.3487326490250628,0.3555934547511202,0.3890809671540027
ptCorr_15to20_abseta_1p479to2p5,0.3740925995415517,0.015189733762868909,0.3738386282486747,0.37434626927100684,0.36883402332439913,0.37526101284474944,0.40897935333707486
ptCorr_20to25_abseta_0p0to0p8,0.22154549301965645,0.011935846109171512,0.21999165465546858,0.22309158155569067,0.23685257376635394,0.2247143524927009,0.26369970147810795
ptCorr_20to25_abseta_0p8to1p479,0.24997432433853833,0.013836192350861915,0.24880463654480786,0.251139278473777,0.2613816384814566,0.27061107867187156,0.2460509810588802
ptCorr_20to25_abseta_1p479to2p5,0.2609320914959065,0.008684449905977255,0.2604890568536505,0.26137439295088755,0.2681661460213078,0.2597219010236476,0.2926527583462141
ptCorr_25to35_abseta_0p0to0p8,0.14449085039912293,0.009546560174005278,0.14047274831126477,0.14846443346716157,0.13766385351615892,0.150119622087553,0.14596202077330675
ptCorr_25to35_abseta_0p8to1p479,0.16762336378984247,0.010262922990733031,0.16516633236600947,0.1700623753429376,0.15732892972781212,0.1877254894895729,0.1238689796043258
ptCorr_25to35_abseta_1p479to2p5,0.16792078040415107,0.005538554471526134,0.16715153624723733,0.1686881699443238,0.16042646783949152,0.18195618134440736,0.16802995140520646
ptCorr_35to50_abseta_0p0to0p8,0.11018792029835223,0.006291929596171907,0.09933713862403366,0.1207422171455965,0.10756949739196454,0.10906539675137157,0.1018838555144411
ptCorr_35to50_abseta_0p8to1p479,0.14751211787607682,0.006481113848514887,0.13996040273411522,0.15490797156277322,0.13682612934866292,0.15564161791107511,0.15803582614058986
ptCorr_35to50_abseta_1p479to2p5,0.1450902086895006,0.002977546299176756,0.14291746926909513,0.14724964680125033,0.1305785898841961,0.15205400112831047,0.15023114008225955
ptCorr_50to100_abseta_0p0to0p8,0.10356052094610357,0.011716928191648508,0.08147094598152789,0.12448205061864194,0.10314139845354978,0.09411595052028549,0.07928619208895503
ptCorr_50to100_abseta_0p8to1p479,0.15934479169375335,0.010999625141374288,0.14598178711806037,0.17222438461495598,0.15968186142309526,0.16427295584079116,0.10243952337448577
ptCorr_50to100_abseta_1p479to2p5,0.14078013578785076,0.004099965770879421,0.13744234104514672,0.14408777899815906,0.13922408150047397,0.143018077970851,0.13141985909396406
