,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,15661.574768396262,213.76520455906135,15370.619284163608,15582.97552015023,15738.7528959184,16877.994125518744,15661.574768396262,15805.40155993032,15546.031129825136,16450.904908620945,14985.491047325691,15660.308916776079,15661.574768396262,15636.853910994752,15673.068461670859,15661.574768396262,15661.574768396262,8534.490736818618,28033.875930489117,990.8511718514919
ptCorr_10to15_abseta_0p8to1p479,9265.336885181054,166.31615179221748,9091.422227145222,9235.640029929373,9294.412841665358,9740.67503389348,9265.336885181054,9326.957063729684,9185.95294271597,9697.745592042746,8878.055906007601,9261.0492644991,9265.336885181054,9260.713507396184,9269.583748451318,9265.336885181054,9265.336885181054,5156.862287414675,16334.111809925218,567.5349971141853
ptCorr_10to15_abseta_1p479to2p5,6196.501523841494,133.87325739877656,6087.135523255349,6177.990743698253,6214.675230962121,6299.257968710659,6196.501523841494,6244.038381125545,6160.1546006614835,6513.593098375826,5907.002236682658,6195.552758137548,6196.501523841494,6171.785013345542,6202.870121910828,6196.501523841494,6196.501523841494,3321.875985220002,11867.423618243978,370.10848316021514
ptCorr_15to20_abseta_0p0to0p8,18742.691726040186,227.11178970339355,18633.834149984512,18668.421009988324,18815.338362223352,20198.41845577755,18742.691726040186,18930.189416081157,18560.256602615205,19651.65168378464,17803.10312819252,18743.273328042822,18742.691726040186,18719.455599082186,18759.309309946275,18742.691726040186,18742.691726040186,9828.309597146548,33479.181930766965,1200.0724317267275
ptCorr_15to20_abseta_0p8to1p479,12722.215509283746,185.8720653213318,12574.14907575229,12673.884841002902,12770.088019127,13370.476065688865,12722.215509283746,12860.110316836483,12589.919137378947,13453.577220035353,12083.59044293591,12727.41974559064,12722.215509283746,12715.051302404676,12752.398140163914,12722.215509283746,12722.215509283746,6389.365561577897,23751.922693624678,766.850742108875
ptCorr_15to20_abseta_1p479to2p5,10133.019020282592,168.94973758024685,9901.592957108964,10095.177741306286,10170.310046824994,10301.080567743698,10133.019020282592,10219.652119059954,10047.49370295203,10647.843057450391,9625.439581182312,10133.256736875612,10133.019020282592,10094.484254203353,10166.467752481381,10133.019020282592,10133.019020282592,5408.548314430295,18512.770630507403,493.4216779601071
ptCorr_20to25_abseta_0p0to0p8,23526.856613543998,245.69846700733802,23078.741317053573,23450.668624866015,23600.763482155882,23588.946510112917,23526.856613543998,23823.757521233692,23250.986704419614,24689.442011224222,22348.764870297084,23526.85936255531,23526.856613543998,23514.813923751422,23562.98829509795,23525.63413314095,23526.856613543998,11868.274595083065,41077.55213852623,1175.3718884165366
ptCorr_20to25_abseta_0p8to1p479,14251.646374090411,195.47270043323533,13949.701176636172,14194.629630480704,14307.923565497353,14285.876190873483,14251.646374090411,14476.368135858105,14085.039418277149,15118.2922493566,13487.225154379335,14253.738323076672,14251.646374090411,14217.373750543642,14255.607938709625,14251.646374090411,14251.646374090411,7174.799381033978,27613.401290693073,791.4217069098701
ptCorr_20to25_abseta_1p479to2p5,12825.955264454604,196.63088450842466,12548.601823000596,12737.73202461159,12906.975339284487,12867.878885951393,12825.955264454604,12925.492788402637,12694.810589921344,13487.82104692716,12301.901157312175,12831.993086813125,12825.955264454604,12812.189192597532,12914.76729085567,12825.955264454604,12825.955264454604,6826.897717684811,23117.472813984685,674.5889113003377
ptCorr_25to35_abseta_0p0to0p8,75762.39508168916,409.253016891451,75085.36356604245,75587.83565132978,75930.83359926502,75962.20114470286,75762.39508168916,76741.85585001064,74718.32401358518,79528.69329567329,71945.60501189329,75763.45783614276,75762.39508168916,75661.54777234969,75894.24053337303,75762.39508168916,75762.39508168916,34872.09503913698,115373.0487419763,3017.0048570506333
ptCorr_25to35_abseta_0p8to1p479,35872.40974968401,298.56296280398016,35477.30953269672,35723.04319885452,36019.75486098981,35958.51835251702,35872.40974968401,36162.52695964629,35589.046701210376,37318.479525531955,34457.426972292364,35870.845916236365,35872.40974968401,35811.731912286654,35998.8930926283,35872.40974968401,35872.40974968401,20524.433482100514,56506.963632810955,1688.2546090245903
