,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,56.064144724119664,4.067426260413546,54.263687102204564,55.84429656736805,56.28244252036462,60.418592593599065,56.064144724119664,56.25742210665594,56.064144724119664,57.82087254026221,55.00706090788635,56.064144724119664,56.064144724119664,56.064144724119664,56.064144724119664,56.064144724119664,56.064144724119664,36.20185371499878,71.74727422536542,10.455728623503692
ptCorr_10to15_abseta_0p8to1p479,24.67805608375399,2.5645864067185715,26.006704600993206,24.56956110100355,24.78287019470973,25.976184934095564,24.67805608375399,24.481160106790202,24.481160106790202,24.67805608375399,24.67805608375399,24.67805608375399,24.67805608375399,24.67805608375399,24.67805608375399,24.67805608375399,24.67805608375399,18.352207121964497,34.2020210481099,4.913284661666977
ptCorr_10to15_abseta_1p479to2p5,24.67723631277802,2.5894239408185995,24.960934799005656,24.56199050711803,24.786886605445837,25.085032727177857,24.67723631277802,24.67723631277802,24.924284435183502,25.197147678437638,23.585397892160138,24.67723631277802,24.67723631277802,24.67723631277802,24.67723631277802,24.67723631277802,24.67723631277802,18.270449752891153,31.17767501306078,4.995544560983687
ptCorr_15to20_abseta_0p0to0p8,50.54597836148022,3.8799785303638483,48.03584147961492,50.29098926603618,50.79208367437605,54.47183558930321,50.54597836148022,50.54597836148022,50.728440966710096,52.28841394682438,49.33916714601983,50.54597836148022,50.54597836148022,50.33276025698818,50.54597836148022,50.54597836148022,50.54597836148022,37.70766148933663,60.850665844200655,8.22232480659414
ptCorr_15to20_abseta_0p8to1p479,26.547336331824425,2.752578838065408,25.55965328071524,26.398670304117932,26.693615030174758,27.81357899835046,26.547336331824425,26.547336331824425,26.547336331824425,27.425301633313225,25.379185946458232,26.547336331824425,26.547336331824425,26.547336331824425,26.89077590856192,26.547336331824425,26.547336331824425,17.95811924140285,35.392461616262466,3.7653556016067133
ptCorr_15to20_abseta_1p479to2p5,25.357553756333328,2.6541641283478428,24.9980271202316,25.23859667062735,25.473597451719243,25.764872148424157,25.357553756333328,25.261806442909293,25.066195552883414,25.610691683510847,24.33498926911737,25.357553756333328,25.357553756333328,25.108722460080234,25.91690921935018,25.357553756333328,25.357553756333328,15.72110504836698,32.49928402953116,4.11115814421337
ptCorr_20to25_abseta_0p0to0p8,49.70990111705411,3.8344865218954998,47.72925149731904,49.47174890351681,49.94212021362233,49.841227778599816,49.70990111705411,49.43496436661287,49.6562854328708,50.49452857934286,47.79140836416812,49.70990111705411,49.70990111705411,49.88461026409175,49.709901117054116,49.70990111705411,49.70990111705411,36.73127543129201,57.91189889129568,7.12044905781871
ptCorr_20to25_abseta_0p8to1p479,29.285632542170323,2.8257961971452916,31.024269790611648,29.121131036700604,29.447657776285855,29.35552698714138,29.285632542170323,28.889909441485617,29.141922845428454,29.601490786732167,27.871475811608853,29.285632542170323,29.285632542170323,29.284796647882345,29.600816600066572,29.285632542170323,29.285632542170323,21.47132315938375,37.73158113296829,6.51452912860514
ptCorr_20to25_abseta_1p479to2p5,29.040745463382855,2.9300203248495724,27.636949607434765,28.734041721567728,29.333201005744755,29.13551428155202,29.040745463382855,28.659491336850174,28.686024314211032,30.467398819541778,28.229125213667636,29.040745463382855,29.040745463382855,29.271892380226483,28.424565156542105,29.040745463382855,29.040745463382855,19.133650988812285,37.038833142372646,6.265280088818998
ptCorr_25to35_abseta_0p0to0p8,75.82127102713183,4.732343063546755,75.57760493997509,75.57422188464919,76.06002857562785,76.02151029231567,75.82127102713183,76.14801615040892,75.52051385259102,76.72465052865901,74.61735183374743,75.57713987532186,75.82127102713183,75.46331998646333,75.82127102713183,75.82127102713183,75.82127102713183,59.548542849763095,86.91995656622426,14.249725841347896
ptCorr_25to35_abseta_0p8to1p479,53.9430364199506,3.957368450496148,53.658694838687786,53.60666974797695,54.2743243221943,54.07234968923495,53.9430364199506,53.9430364199506,53.82366328769514,54.47944065184849,53.336696371642475,53.9430364199506,53.9430364199506,53.943872314238575,53.627852362054355,53.9430364199506,53.9430364199506,43.28584184433675,65.67112064869006,6.741770135972298
ptCorr_25to35_abseta_1p479to2p5,54.32889462719389,3.9201784188769,55.92886119810539,53.71102550197282,54.94332130978627,54.506757328994496,54.32889462719389,54.599814724908214,53.77817038301478,54.931585174658814,52.41591262720378,54.64635774861983,54.32889462719389,53.69255149877968,55.08501047438166,54.32889462719389,54.32889462719389,39.511581274542515,64.37603670609163,7.607619695306503
ptCorr_35to50_abseta_0p0to0p8,77.79708078156978,4.895392503246594,76.4256740749998,77.65082097877668,77.93578269833823,78.02189506022397,77.79708078156978,77.95615215857185,77.7617702186162,78.33725327530539,77.06171259300872,78.04365905623234,77.79708078156978,78.12948875791997,78.23808576832046,77.79708078156978,77.79708078156978,63.02469058808943,85.70947068703656,10.475803834151126
ptCorr_35to50_abseta_0p8to1p479,67.5021421142816,4.589992099875427,65.10323503627028,67.19368081125947,67.79937909670437,67.66620423143524,67.5021421142816,67.0963304429985,67.0963304429985,67.93723971848284,67.32432839882371,67.5021421142816,67.5021421142816,67.50217424475095,67.50214211428158,67.5021421142816,67.5021421142816,54.53954262871897,73.00847461118498,14.024439931332601
ptCorr_35to50_abseta_1p479to2p5,80.62687571181584,5.030235683444829,75.17616654219997,79.57674945880538,81.67194364510776,80.90770799999473,80.62687571181584,80.53195773531678,80.84527317998007,82.31424071716836,79.90241715634444,80.29925944574545,80.62687571181584,80.7077859789283,79.83447298455135,80.62687571181584,80.62687571181584,63.532851541263526,93.84904700143954,8.8861880483881
ptCorr_50to100_abseta_0p0to0p8,83.43892495577727,5.039551580903805,99.34997590624543,99.39676648098217,99.69797637872662,100.1149577757269,99.55172469218662,99.55172469218662,99.35832472800745,100.79837868702144,98.53998516992324,99.55172469218662,99.55172469218662,99.55172469218655,99.10888541848342,99.55172469218662,99.55172469218662,88.67797231994933,107.28471540539827,14.041828922893282
ptCorr_50to100_abseta_0p8to1p479,72.58086890676648,4.684623291361634,83.15972755713248,83.70352862085561,84.35790438278846,84.45056510406707,84.03778149698687,84.03778149698687,84.53157543095283,84.53157543095283,83.48933580717039,84.03778149698687,84.03778149698687,84.0377814969869,84.03778149698691,84.03778149698687,84.03778149698687,71.0843460724211,88.8274761849006,11.397592158648004
ptCorr_50to100_abseta_1p479to2p5,88.88240842829032,5.144517040796069,103.08886051115307,103.06180568907219,106.4068607502032,105.66966503904177,104.73688815134368,104.57118781147962,104.81627373452527,105.03938416826436,104.26219946702845,104.73688815134368,104.73688815134368,104.99457241154641,105.15037074770434,104.73688815134368,104.73688815134368,90.4262612549639,112.87836621116749,16.227727038343303
