,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,17883.57417660705,227.68264938770912,17570.748753803073,17797.085429560324,17968.426092779133,19272.574077616893,17883.57417660705,18063.733040867806,17751.604185071017,18810.29075338711,17110.194060081387,17882.30832498687,17883.57417660705,17861.51209377147,17899.955695045795,17883.57417660705,17883.57417660705,9716.072521595594,32219.08836954254,1144.801125803177
ptCorr_10to15_abseta_0p8to1p479,10577.518387462518,176.42003431079365,10359.816350256733,10544.213122597888,10610.107970863028,11121.387757339739,10577.518387462518,10645.191326334827,10475.300621169685,11056.444091516842,10117.050045582106,10573.230766780563,10577.518387462518,10573.944464981012,10579.799907495428,10577.518387462518,10577.518387462518,5854.071871277755,18541.33194381906,683.3643754458183
ptCorr_10to15_abseta_1p479to2p5,7150.342048019001,143.78895849171295,7049.08138018673,7128.442531004465,7171.841167774251,7268.8683423367065,7150.342048019001,7210.343696748417,7098.374536802701,7525.200548075483,6797.348139341907,7146.336468504671,7150.342048019001,7121.446454475526,7164.657359504838,7150.342048019001,7150.342048019001,3853.2531137976903,13651.011803167901,424.2971815070564
ptCorr_15to20_abseta_0p0to0p8,22165.381104220458,246.3468822129178,22081.65730501703,22078.75141508063,22250.129709126504,23886.944805948504,22165.381104220458,22392.078878559747,21937.820680653647,23238.59556073479,21073.817428842587,22166.960169289003,22165.381104220458,22133.813256947364,22179.495630647307,22165.381104220458,22165.381104220458,11570.114250394685,39618.158862787364,1400.6402123641146
ptCorr_15to20_abseta_0p8to1p479,15014.360998781824,200.94223809287246,14869.999029256403,14956.36303584473,15071.804387847342,15780.84744382697,15014.360998781824,15174.884259298098,14862.795660408083,15851.497610021219,14274.6000694337,15019.565235088718,15014.360998781824,15003.18104979111,15053.772703086483,15014.360998781824,15014.360998781824,7537.268899089635,27834.173268706032,915.2225089651919
ptCorr_15to20_abseta_1p479to2p5,12311.582269777318,186.57526798568557,12091.832436579863,12266.583084079328,12355.920051638164,12515.900289899693,12311.582269777318,12406.87065998856,12184.509478737076,12926.644488772572,11679.049049277859,12314.39164750309,12311.582269777318,12251.830764095474,12334.282367575714,12311.582269777318,12311.582269777318,6594.302573517407,22575.882072605364,599.2164612248897
ptCorr_20to25_abseta_0p0to0p8,27319.42702477188,264.717904593452,27000.31215295849,27232.17017294703,27404.102327535074,27412.288341884683,27319.42702477188,27676.82128186462,26992.232777486934,28725.3431168007,25940.869629117256,27323.00624351895,27319.42702477188,27313.916645777364,27366.117597150616,27318.204544368833,27319.42702477188,13740.762903582767,47652.0955008453,1379.544809808897
ptCorr_20to25_abseta_0p8to1p479,16808.2249291948,212.61781616259404,16512.74768774255,16742.397126612625,16873.18026799059,16857.10574205789,16808.2249291948,17069.771709758657,16608.571835753806,17804.51615167456,15899.197354828688,16810.62766598497,16808.2249291948,16759.841190615083,16818.024527968664,16808.2249291948,16808.2249291948,8375.083870450137,32480.33224177749,902.736028995461
ptCorr_20to25_abseta_1p479to2p5,16107.38057626761,218.4328595641096,15830.214298525787,15998.109880728382,16208.028524459025,16162.909163477763,16107.38057626761,16242.567391917171,15959.179874354882,16946.572416401137,15429.453480297736,16113.818458343643,16107.38057626761,16108.07727859547,16212.470388914377,16107.38057626761,16107.38057626761,8599.806067879355,28718.579483478166,864.1713765697306
ptCorr_25to35_abseta_0p0to0p8,86336.61025073753,436.39758129362735,85892.5326968856,86140.18514269913,86526.12760984582,86566.66468351014,86336.61025073753,87404.36891216224,85157.27831886485,90566.60590537611,82061.2781005726,86340.9651087255,86336.61025073753,86233.31380687849,86487.58239285758,86336.61025073753,86336.61025073753,39769.43128727699,131022.74633113688,3454.699522832129
