#parameters,chi2
-0.0636196811400889,0.013030486060157637,30.92219934399266
-0.014418862195814227,0.009497193922498263,3.4861534641970185e-05,1.6162593328878685
-0.02478384495347164,0.010424357069391004,1.703741376680543e-05,8.967594486266719e-08,1.5117868544152064
