syst,signal,nonprompt,conversion,diboson,ttX,others
Central,27.595005574932507,4.883876079008496,0.37042693021486517,3.1808892440969654,4.491176298401613,1.2045753885398804
L1PrefireUp,27.305639467291318,-,-,3.145276233992436,4.438421646337238,1.1870139542568503
L1PrefireDown,27.880660184359087,-,-,3.216560003682174,4.543260980792938,1.2219260334914626
PileupReweightUp,27.36537507542586,-,-,3.2526751648692507,4.480989207757534,1.1753031312737148
PileupReweightDown,27.783793014347623,-,-,3.095989215526696,4.4921684205298735,1.2374817805950373
MuonIDSFUp,27.97330844481443,-,-,3.2232165276454103,4.548742484297099,1.2211267586642374
MuonIDSFDown,27.220065006026868,-,-,3.138953104035015,4.434125378015671,1.1881902693167585
DblMuTrigSFUp,27.606150838173342,-,-,3.182249733937195,4.492948132304118,1.2049914094163785
DblMuTrigSFDown,27.583714539828822,-,-,3.179509064089044,4.48938103170816,1.204153853010979
JetResUp,27.706257951288983,-,-,3.091288065684703,4.489232108052454,1.2242098343549863
JetResDown,27.507752003102468,-,-,3.2065165713908867,4.494709935271839,1.2141856506039266
JetEnUp,28.385477106485958,-,-,3.3185351670197485,4.513009440285068,1.2271225227829696
JetEnDown,26.852469736912724,-,-,3.1146234542426683,4.472021151257422,1.1863200212413472
MuonEnUp,27.606004366981633,-,-,3.169186111761483,4.501868433504988,1.208696459275563
MuonEnDown,27.585766283502856,-,-,3.158423657741774,4.495794571202031,1.2071918069967928
ElectronEnUp,27.595005574932507,-,-,3.1808892440969654,4.488448515793075,1.2045753885398804
ElectronEnDown,27.595005574932507,-,-,3.1808892440969654,4.491176298401613,1.2045753885398804
ElectronResUp,27.595005574932507,-,-,3.1808892440969654,4.491176298401613,1.2045753885398804
ElectronResDown,27.595005574932507,-,-,3.1808892440969654,4.491176298401613,1.2045753885398804
NonpromptUp,-,10.857510445118672,-,-,-,-
NonpromptDown,-,1.8194247855633217,-,-,-,-
ConversionUp,-,-,0.5069097432446058,-,-,-
ConversionDown,-,-,0.23394411718512456,-,-,-
