syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(8.188365864198172, 0.031214316358985954)","(23.363232428066667, 3.192407202854672)","(0.16470753160594725, 0.16470753160594725)","(3.6029145522288193, 0.39098909550897054)","(3.721411580619603, 0.1017071784255936)","(1.4694640027155126, 0.17040786976351296)"
L1PrefireUp,"(8.143722014030644, 0.031069127595028886)",-,-,"(3.584151227202178, 0.3893740515069032)","(3.694142742612309, 0.10112497674441648)","(1.4543217589824318, 0.16985664354506932)"
L1PrefireDown,"(8.232048813074732, 0.031360552681176594)",-,-,"(3.6212576335873528, 0.3926481135290446)","(3.7483592668362027, 0.10230147796363734)","(1.4846475690813186, 0.17094389926645437)"
PileupReweightUp,"(8.121675141079185, 0.032084004865856865)",-,-,"(4.003044434253594, 0.4538559429507572)","(3.715820073646343, 0.10476896121067736)","(1.4486507557511539, 0.15332560664971176)"
PileupReweightDown,"(8.249663714005234, 0.03162245898664022)",-,-,"(3.3288574239407756, 0.37679114299509003)","(3.732324478435491, 0.1031387938287894)","(1.4879170943037183, 0.1821068228616774)"
MuonIDSFUp,"(8.426472512207422, 0.032129624958009556)",-,-,"(3.703588954005243, 0.40064897263223526)","(3.8105550756780877, 0.10421156490854387)","(1.5059765448791815, 0.17486537540694663)"
MuonIDSFDown,"(7.9540619442355505, 0.030321337879465275)",-,-,"(3.50399038493033, 0.38153988740782163)","(3.6333854474666842, 0.09925729989447424)","(1.4334339640118803, 0.16601607030769033)"
DblMuTrigSFUp,"(8.189689556491377, 0.031219350188619592)",-,-,"(3.6036139219283108, 0.3910596256610005)","(3.722075402292192, 0.10172529452180896)","(1.4696833227349906, 0.17043060655066986)"
DblMuTrigSFDown,"(8.18703061719939, 0.031209239122263914)",-,-,"(3.602207219323522, 0.3909178289564502)","(3.7207414506432173, 0.10168888935237945)","(1.469242785451204, 0.17038501394887254)"
JetResUp,"(8.187135651313492, 0.03121520224738553)",-,-,"(3.7143609690472745, 0.38606744701215634)","(3.7152968077410145, 0.10173309727765538)","(1.4686686214608604, 0.17051793112594563)"
JetResDown,"(8.186517711912998, 0.031210903247398)",-,-,"(3.3607049037778753, 0.37421130813923137)","(3.714379028858959, 0.10165626829960701)","(1.4639553738473403, 0.17046464607269463)"
JetEnUp,"(8.250779510085586, 0.03134743086922333)",-,-,"(3.8268411671972604, 0.40699266090683955)","(3.7312127474099954, 0.10189276877779058)","(1.4875469010833278, 0.16982322358307514)"
JetEnDown,"(8.122286741446999, 0.03108264877599675)",-,-,"(3.1938035872161756, 0.36335192106610725)","(3.714112136653939, 0.10146315359763645)","(1.4566841720362753, 0.17023622943910063)"
MuonEnUp,"(8.191357188061328, 0.031219683536162075)",-,-,"(3.599908917691852, 0.39098804224776007)","(3.710542380402925, 0.10173579530582032)","(1.47584126909854, 0.17041682539097347)"
MuonEnDown,"(8.18016602106741, 0.031196162213606254)",-,-,"(3.6053740683098954, 0.39101113369837726)","(3.7230311193601118, 0.10163538138424211)","(1.4778079841044593, 0.17036412123620776)"
NonpromptUp,-,"(45.35930165903043, 5.771905157454712)",-,-,-,-
NonpromptDown,-,"(13.261657371327217, 2.698276859410627)",-,-,-,-
ConversionUp,-,-,"(0.22638977104513977, 0.22638977104513977)",-,-,-
ConversionDown,-,-,"(0.10302529216675475, 0.10302529216675475)",-,-,-
