0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'RMSprop', 0.005, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'Adam', 0.01, 'StepLR')","(64, 'AdamW', 0.005, 'CyclicLR')","(64, 'AdamW', 0.002, 'ExponentialLR')","(128, 'Adadelta', 0.001, 'StepLR')","(64, 'AdamW', 0.01, 'StepLR')","(64, 'RMSprop', 0.002, 'StepLR')","(128, 'Adam', 0.002, 'StepLR')","(64, 'Adam', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(64, 'Adam', 0.002, 'CyclicLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.005, 'StepLR')","(64, 'Adam', 0.005, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(128, 'AdamW', 0.002, 'CyclicLR')"
fitness,0.8127614430018834,0.5363739304088412,0.564548102583204,0.5707166954903375,0.5564715133848644,0.7109010385785784,0.5732776682263329,0.8127614430018834,0.5426345411936443,0.5577822216124763,0.5573453818729946,0.5525047127859934,0.5524612833658855,0.5520768358593895,0.5507050263086954,0.5465118769691104,0.542695236523946,0.5380106971604484
