syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(78.05665304546855, 0.2905682497664286)","(41.23525047829105, 4.515187223700112)","(0.7688888491578756, 2.2469457175720393)","(7.283377853154832, 0.5994156394342673)","(6.86793033044807, 0.1423283310921848)","(2.979230175752208, 0.2849535006213563)"
L1PrefireUp,"(77.63742810505663, 0.28923344691868663)",-,-,"(7.251714822230319, 0.5972362842620551)","(6.819730791197173, 0.14150364910255273)","(2.940983087612333, 0.28044083430550404)"
L1PrefireDown,"(78.46678924224774, 0.29190715974765213)",-,-,"(7.313876131782543, 0.6015646734624087)","(6.915616166147043, 0.1431717168171588)","(3.017182593128727, 0.28961164711465925)"
PileupReweightUp,"(77.45290611263869, 0.29906092422787434)",-,-,"(7.488048431052343, 0.6427883643738252)","(6.842468432103428, 0.14660990076405425)","(2.940567914922615, 0.2690925648104769)"
PileupReweightDown,"(78.60532471202536, 0.29423136972366193)",-,-,"(7.130408085134414, 0.591834616742821)","(6.902038644493936, 0.1440516977713159)","(3.0193615805675447, 0.3081163303301291)"
MuonIDSFUp,"(80.29770144696016, 0.2989588223134826)",-,-,"(7.476048967105281, 0.6127921530699063)","(7.024780504828128, 0.14561118982133925)","(3.05589768839975, 0.2939852761436136)"
MuonIDSFDown,"(75.8521367981046, 0.2823884171079473)",-,-,"(7.093857902475549, 0.5863262793284103)","(6.712918124440578, 0.1391143573900135)","(2.903553001245716, 0.2761144066870776)"
DblMuTrigSFUp,"(78.06939623794548, 0.29061546071491384)",-,-,"(7.2846307845464295, 0.599514791464071)","(6.869124546272884, 0.14235292517629042)","(2.9797439071717533, 0.2850127339906086)"
DblMuTrigSFDown,"(78.04379622219582, 0.2905206237379152)",-,-,"(7.282113064141334, 0.5993155561853569)","(6.866724824297543, 0.1423035063943501)","(2.9787118798096586, 0.2848937888650935)"
JetResUp,"(78.13042487857977, 0.2907062310935832)",-,-,"(7.342373547991148, 0.6083882785370535)","(6.889231697791879, 0.14261583326883223)","(3.002750545638576, 0.28454310270353533)"
JetResDown,"(78.06690506066118, 0.2905865663580271)",-,-,"(7.054928947784907, 0.5878401116339456)","(6.861050823890787, 0.14232305646146207)","(2.981103790801246, 0.2852181713084645)"
JetEnUp,"(78.57880340121731, 0.2915849553202902)",-,-,"(7.745783077418801, 0.6215308463103066)","(6.914543334679666, 0.14269995573794456)","(3.033826052156389, 0.2860031935687042)"
JetEnDown,"(77.55428252043934, 0.2895600692296552)",-,-,"(6.738955888960792, 0.5809033217912072)","(6.828343907830372, 0.1418988232005092)","(2.942780963642891, 0.2847225104404763)"
MuonEnUp,"(78.0874397305207, 0.2906298035624713)",-,-,"(7.204273567907476, 0.5972717776652018)","(6.861779399078005, 0.14223824495456505)","(2.8709143736945486, 0.2651666908222326)"
MuonEnDown,"(78.02726324709695, 0.2905336376266403)",-,-,"(7.258208334787277, 0.5987152673416718)","(6.855579821521508, 0.14232978115819137)","(2.9896771481667743, 0.2849849528014852)"
ElectronEnUp,"(78.05576000528728, 0.2905668774164741)",-,-,"(7.283377853154832, 0.5994156394342673)","(6.86793033044807, 0.1423283310921848)","(2.979230175752208, 0.2849535006213563)"
ElectronEnDown,"(78.05658171702612, 0.29056800416330336)",-,-,"(7.283377853154832, 0.5994156394342673)","(6.86793033044807, 0.1423283310921848)","(2.979230175752208, 0.2849535006213563)"
ElectronResUp,"(78.05665304546855, 0.2905682497664286)",-,-,"(7.283377853154832, 0.5994156394342673)","(6.86793033044807, 0.1423283310921848)","(2.979230175752208, 0.2849535006213563)"
ElectronResDown,"(78.05665304546855, 0.2905682497664286)",-,-,"(7.283377853154832, 0.5994156394342673)","(6.86793033044807, 0.1423283310921848)","(2.979230175752208, 0.2849535006213563)"
NonpromptUp,-,"(82.9427450391432, 8.080026065298672)",-,-,-,-
NonpromptDown,-,"(22.06254235761244, 3.7631969360009796)",-,-,-,-
ConversionUp,-,-,"(0.9735635799053296, 5.427559587742837)",-,-,-
ConversionDown,-,-,"(0.5295459905965658, 0.26809154612225244)",-,-,-
