syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(47.684877095260035, 0.12930364075921794)","(24.562209975870566, 3.1492301675012957)","(0.0, 0.0)","(8.620033770174098, 0.7340717864707819)","(13.024476711807196, 0.1950443988296642)","(4.211996284848231, 0.47696702174449307)"
L1PrefireUp,"(47.43407422666362, 0.12872273974480436)",-,-,"(8.574407588072102, 0.7311177606799837)","(12.935356352719205, 0.19390069007118022)","(4.175867047891293, 0.47404834515811806)"
L1PrefireDown,"(47.931737764443334, 0.12989152181055635)",-,-,"(8.664873578703569, 0.7370175468710028)","(13.112492926202327, 0.19621636530034905)","(4.248140153324403, 0.4798615190317065)"
PileupReweightUp,"(47.4346638792291, 0.13357714690368733)",-,-,"(8.919056562717746, 0.7785450711370708)","(12.896074487139252, 0.19920103861560445)","(4.198761103116479, 0.4726898715851583)"
PileupReweightDown,"(47.91115040142911, 0.1306410818973875)",-,-,"(8.1838675263169, 0.7214521567369976)","(13.115072912648222, 0.19768439791508724)","(4.2735498536749335, 0.4996878538919385)"
MuonIDSFUp,"(48.08063660563249, 0.13036255796682578)",-,-,"(8.680608364998696, 0.739883177993873)","(13.130105780299083, 0.19661628585755003)","(4.245490234963747, 0.4802800999204956)"
MuonIDSFDown,"(47.29173876756801, 0.12825569620674634)",-,-,"(8.55981719258068, 0.7283216260754607)","(12.919634084843112, 0.19349417363102622)","(4.17872994350776, 0.47368178958477297)"
DblMuTrigSFUp,"(47.72268595695647, 0.12940433413372515)",-,-,"(8.625392243446047, 0.7346038766297075)","(13.03485320558282, 0.1951970625601614)","(4.215290381285521, 0.4772385725247645)"
DblMuTrigSFDown,"(47.64686636484656, 0.1292024610796817)",-,-,"(8.614640167758647, 0.7335364009393501)","(13.014040551433427, 0.19489101095637873)","(4.20868148198163, 0.476695150882068)"
JetResUp,"(47.84678910072425, 0.12951319417982252)",-,-,"(8.693926292469582, 0.7484245530045727)","(13.045984790942208, 0.194824919704961)","(4.257175429387792, 0.4778403012404847)"
JetResDown,"(47.50670334559994, 0.12903186022114024)",-,-,"(8.657516745863228, 0.732894556384994)","(13.010363139486566, 0.1950172436092439)","(4.3116111124176415, 0.4736310875325397)"
JetEnUp,"(48.58843287108506, 0.13058075397494376)",-,-,"(8.64916847998221, 0.754259763463808)","(13.092190735850657, 0.19543538747339195)","(4.267334617010533, 0.4764266991096824)"
JetEnDown,"(46.81884730623132, 0.12804306277814573)",-,-,"(8.071326529206972, 0.7182047119913386)","(12.956442720452792, 0.19445310256993964)","(4.281932313472584, 0.4726806465255398)"
MuonEnUp,"(47.72238245496839, 0.1293484840752716)",-,-,"(8.186807407010049, 0.7276375685333165)","(12.990389295655023, 0.19509617837332996)","(4.226240735719484, 0.47695012679618715)"
MuonEnDown,"(47.6259751153312, 0.12922450174185135)",-,-,"(8.43812466392167, 0.7300569248480508)","(13.080708002409098, 0.19517935639029466)","(4.002922825802104, 0.4506183810184152)"
NonpromptUp,-,"(29.460300045062542, 3.7844676440273495)",-,-,-,-
NonpromptDown,-,"(20.078543740391492, 2.60781268216487)",-,-,-,-
ConversionUp,-,-,"(0.0, 0.0)",-,-,-
ConversionDown,-,-,"(0.0, 0.0)",-,-,-
