syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(110.74647521837488, 0.41228709865160407)","(32.74774466590488, 3.6858407869865766)","(0.5705508794752564, 0.3316209604923507)","(12.131877156738478, 1.0924230548828735)","(16.122175004160233, 0.2247849793704567)","(5.118274691987009, 0.2587129600371883)"
L1PrefireUp,"(110.49810870777166, 0.4113600645427482)",-,-,"(12.103629682215528, 1.0899427995800135)","(16.08447834010171, 0.22425969217300948)","(5.106601966421418, 0.2581494357353635)"
L1PrefireDown,"(110.98783837679927, 0.4131889740987245)",-,-,"(12.159774020984345, 1.0948795431723612)","(16.158953859677034, 0.2252972146995662)","(5.129602589039452, 0.2592222779537214)"
PileupReweightUp,"(110.1548654875576, 0.42306775657307255)",-,-,"(12.361329030511076, 1.17945523571986)","(16.02700801361126, 0.23093470390463805)","(5.081039954529845, 0.2533961459095442)"
PileupReweightDown,"(111.27876103178838, 0.41647243891572416)",-,-,"(11.869617577182087, 1.0645721803987511)","(16.225007772875905, 0.2271310816826383)","(5.160160647775887, 0.27134828971241076)"
MuonIDSFUp,"(112.63571170475176, 0.41902636075087085)",-,-,"(12.290801070046175, 1.107602240314913)","(16.348483497148397, 0.22787071516002885)","(5.196280005642008, 0.26534694281523813)"
MuonIDSFDown,"(108.87544180867181, 0.405679913104349)",-,-,"(11.974467467915959, 1.0775461094552303)","(15.898044996883428, 0.221759728858555)","(5.041156123357692, 0.2522404516667389)"
DblMuTrigSFUp,"(110.7599270555351, 0.41233628443191295)",-,-,"(12.133234123639713, 1.0925491369354121)","(16.124212012418425, 0.22481363775608273)","(5.118932126583616, 0.25877329363156215)"
DblMuTrigSFDown,"(110.73289931987405, 0.41223746884812434)",-,-,"(12.13050867041991, 1.0922958701930616)","(16.120119052311114, 0.22475605633055318)","(5.1176099472561045, 0.2586514695939228)"
JetResUp,"(110.96867222046362, 0.4126560772377357)",-,-,"(12.852052334777971, 1.083885477223548)","(16.133625164804354, 0.22478476228269328)","(5.156218958755342, 0.2610272976755864)"
JetResDown,"(110.52073093817205, 0.4117701768753036)",-,-,"(12.113527778995193, 1.077305597609095)","(16.121084060616695, 0.2247983331264083)","(5.156094236768075, 0.26079027069457167)"
JetEnUp,"(113.32174148689823, 0.41756455526565456)",-,-,"(13.7019194400806, 1.1484402778673377)","(16.251725548721282, 0.22562489740619288)","(5.208986125395623, 0.2595181378753574)"
JetEnDown,"(108.18485251019843, 0.4070093522508203)",-,-,"(11.163156430830933, 1.038095586636594)","(16.020822304788673, 0.22405830594258394)","(4.952959889608156, 0.2578943712061382)"
MuonEnUp,"(110.79939130274091, 0.4124135738355536)",-,-,"(12.11426662067984, 1.0930090078919596)","(16.09832556947772, 0.2246537060480414)","(5.115188510215428, 0.25862626233721253)"
MuonEnDown,"(110.68909486739143, 0.4121738340383106)",-,-,"(12.153913167394212, 1.0971548010568013)","(16.072925690215072, 0.22463407516196868)","(5.082561067593201, 0.2586763021845514)"
ElectronEnUp,"(110.74290358894217, 0.4122793538223243)",-,-,"(12.131877156738478, 1.0924230548828735)","(16.122175004160233, 0.2247849793704567)","(5.118274691987009, 0.2587129600371883)"
ElectronEnDown,"(110.74909265493773, 0.4122912545160069)",-,-,"(12.131877156738478, 1.0924230548828735)","(16.122175004160233, 0.2247849793704567)","(5.118274691987009, 0.2587129600371883)"
ElectronResUp,"(110.74647521837488, 0.41228709865160407)",-,-,"(12.131877156738478, 1.0924230548828735)","(16.122175004160233, 0.2247849793704567)","(5.118274691987009, 0.2587129600371883)"
ElectronResDown,"(110.74647521837488, 0.41228709865160407)",-,-,"(12.131877156738478, 1.0924230548828735)","(16.122175004160233, 0.2247849793704567)","(5.118274691987009, 0.2587129600371883)"
NonpromptUp,-,"(66.598234861164, 6.700391901712587)",-,-,-,-
NonpromptDown,-,"(15.875365012606053, 3.5005906723679656)",-,-,-,-
ConversionUp,-,-,"(0.810170616828779, 0.47089500302328696)",-,-,-
ConversionDown,-,-,"(0.3309311421217338, 0.1923469179614144)",-,-,-
