syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(7.652602560794417, 0.029958431397720097)","(27.368090823385685, 3.622929492376237)","(0.6783911557787173, 2.0904700347784795)","(4.525820330126488, 0.4734047109848257)","(4.663053300427708, 0.11740748660676263)","(2.076405298739928, 0.25040044415345136)"
L1PrefireUp,"(7.6134650061079086, 0.029826047061310746)",-,-,"(4.49863878207894, 0.4713437832014629)","(4.6346730067935695, 0.11674640175686757)","(2.058816082691996, 0.24958330824191696)"
L1PrefireDown,"(7.690937252563441, 0.030091312222285466)",-,-,"(4.552519007273357, 0.4754901040702034)","(4.690888243837666, 0.11808042196468667)","(2.093754467469808, 0.2510952087969456)"
PileupReweightUp,"(7.601728584093988, 0.03091077034423723)",-,-,"(4.9942854157012135, 0.5357477668274487)","(4.604402915464627, 0.12022128389043318)","(2.019638663496505, 0.22472669060390202)"
PileupReweightDown,"(7.701896058193739, 0.0303020842621629)",-,-,"(4.23475161384228, 0.4610865121184421)","(4.721627646186019, 0.11880546220562181)","(2.145145101711927, 0.2796873235483755)"
MuonIDSFUp,"(7.8199629684429945, 0.030619894339643995)",-,-,"(4.638978949604204, 0.4834913300629478)","(4.768166868548301, 0.11999183345802578)","(2.128855483293189, 0.2580988166827747)"
MuonIDSFDown,"(7.487221672896637, 0.02931117806463823)",-,-,"(4.414512117262921, 0.46355866149767816)","(4.559213642721628, 0.11487721204684764)","(2.024666927622151, 0.24289553870489722)"
DblMuTrigSFUp,"(7.653851055034789, 0.029963284581322035)",-,-,"(4.5265477258952105, 0.4734807051702276)","(4.663907169228565, 0.11742817712923835)","(2.0767888545327446, 0.25046781905778015)"
DblMuTrigSFDown,"(7.651342876782804, 0.02995353544049766)",-,-,"(4.525086360367356, 0.4733279548374504)","(4.6621910893352085, 0.11738660290195888)","(2.076018462858445, 0.25033251705960347)"
JetResUp,"(7.648581965745716, 0.029941344487333266)",-,-,"(4.768380978361631, 0.48309812830285914)","(4.661544181492666, 0.11758122977586638)","(2.094149390133651, 0.2502901134940956)"
JetResDown,"(7.6391108914242665, 0.029928133989171206)",-,-,"(4.504973928954027, 0.47798434540873247)","(4.659985763013038, 0.11748986788051771)","(2.0711075660670017, 0.25039030752579433)"
JetEnUp,"(7.71509906627863, 0.030085960465259555)",-,-,"(4.927147111026092, 0.4886094873046862)","(4.683598073210416, 0.11767493593326911)","(2.112548376097068, 0.2506222137051271)"
JetEnDown,"(7.581656573200049, 0.02981598997436028)",-,-,"(4.217197375712857, 0.4565006980923995)","(4.648623202189088, 0.11723366427907456)","(1.8820695764814126, 0.20298192830204478)"
MuonEnUp,"(7.655049648632862, 0.029962386573329693)",-,-,"(4.523394127998974, 0.4698774719291204)","(4.659381889937163, 0.1173979416477224)","(2.0530975997532157, 0.25036812280357607)"
MuonEnDown,"(7.646843275858764, 0.029953104398975073)",-,-,"(4.56500135684849, 0.47607308920687563)","(4.655109216460836, 0.11740060965900669)","(2.0708316885526497, 0.2503729793771028)"
NonpromptUp,-,"(55.4113767569497, 6.472484254358455)",-,-,-,-
NonpromptDown,-,"(12.486023641666957, 3.1110478618603192)",-,-,-,-
ConversionUp,-,-,"(1.1451895203709932, 5.0390813834534205)",-,-,-
ConversionDown,-,-,"(0.30016451736951544, 0.26896138404922115)",-,-,-
