# syst, prompt_ratio, error
Central, 0.48397034393219096, 5.507444784629651e-05
PileupReweight, 0.49595263349081997, 6.071654541535249e-05
L1PrefireUp, 0.4839681075246496, 5.507234824676212e-05
L1PrefireDown, 0.4839728857235861, 5.507627137260075e-05
ElectronRecoSFUp, 0.484191195472377, 5.524109406863577e-05
ElectronRecoSFDown, 0.48397034393219096, 5.507444784629651e-05
HeavyTagUpUnCorr, 0.4837197046414773, 5.4903970485572885e-05
HeavyTagDownUnCorr, 0.4842197688222716, 5.524122094656881e-05
LightTagUpUnCorr, 0.4847639499921566, 5.535586592370152e-05
LightTagDownUnCorr, 0.48318139416759165, 5.4792674539446075e-05
JetResUp, 0.48435281953717696, 5.463058177761965e-05
JetResDown, 0.48422835156251076, 5.501337431645564e-05
JetEnUp, 0.47617958498831486, 5.279994422254587e-05
JetEnDown, 0.4887880305405843, 5.916124744855977e-05
ElectronResUp, 0.4839696410431517, 5.498677026863689e-05
ElectronResDown, 0.48397034393219096, 5.507444784629651e-05
ElectronEnUp, 0.4840391050071733, 5.706240656065209e-05
ElectronEnDown, 0.48406227861308915, 5.937872841249659e-05
MuonEnUp, 0.48397004609023364, 5.507435227069393e-05
MuonEnDown, 0.48397063792734313, 5.507456959028732e-05
total error = 0.014323769540030815(2.96%)
