# syst, prompt_ratio, error
Central, 0.18350824111678865, 4.804372143718737e-05
PileupReweight, 0.1842033652316458, 4.8639754770704676e-05
L1PrefireUp, 0.18350848315808505, 4.804361746679167e-05
L1PrefireDown, 0.18350858246790916, 4.8044090864019965e-05
ElectronRecoSFUp, 0.18068547945923513, 4.5880928058279864e-05
ElectronRecoSFDown, 0.18350824111678865, 4.804372143718737e-05
HeavyTagUpUnCorr, 0.18350508232662943, 4.841823041642303e-05
HeavyTagDownUnCorr, 0.18351120164811408, 4.7651554265283045e-05
LightTagUpUnCorr, 0.18362453388177444, 4.811663697027348e-05
LightTagDownUnCorr, 0.18339291213840025, 4.795961718800902e-05
JetResUp, 0.18389838442235892, 4.772097395481202e-05
JetResDown, 0.1822902874375008, 4.6942726885280223e-05
JetEnUp, 0.17904059047837378, 4.341733981744722e-05
JetEnDown, 0.1868936110832634, 5.322717311597455e-05
ElectronResUp, 0.18350841078373137, 4.80706594305836e-05
ElectronResDown, 0.18350824111678865, 4.804372143718737e-05
ElectronEnUp, 0.1835015554253624, 4.924294577944515e-05
ElectronEnDown, 0.18393565968543876, 5.052109279746426e-05
MuonEnUp, 0.1835080744697181, 4.804361968603844e-05
MuonEnDown, 0.1835084242910911, 4.8043831941220165e-05
total error = 0.005485710828892624(2.99%)
