# syst, prompt_ratio, error
Central, 0.27729392953090903, 1.5109226326785898e-05
PileupReweight, 0.2796315520549028, 1.5278244044512258e-05
L1PrefireUp, 0.27729355792050453, 1.5109071616135291e-05
L1PrefireDown, 0.27729485580627844, 1.5109458618939993e-05
ElectronRecoSFUp, 0.2752418526075487, 1.4792559645766947e-05
ElectronRecoSFDown, 0.27729392953090903, 1.5109226326785898e-05
HeavyTagUpUnCorr, 0.27719053622612816, 1.5104450800084106e-05
HeavyTagDownUnCorr, 0.27739712493037316, 1.5113317908894086e-05
LightTagUpUnCorr, 0.277430537682609, 1.509397137102395e-05
LightTagDownUnCorr, 0.2771588960933588, 1.5123765163416056e-05
JetResUp, 0.27751010836925116, 1.5015270244377926e-05
JetResDown, 0.27670562841934865, 1.4970572647005829e-05
JetEnUp, 0.27044082040580075, 1.4199149963938619e-05
JetEnDown, 0.28289474219416527, 1.6488232612402693e-05
ElectronResUp, 0.27729490326900036, 1.5082099721616251e-05
ElectronResDown, 0.27729392953090903, 1.5109226326785898e-05
ElectronEnUp, 0.27676741959311996, 1.573610254172848e-05
ElectronEnDown, 0.2775291602547294, 1.584185818490894e-05
MuonEnUp, 0.2772937033179859, 1.510920722002688e-05
MuonEnDown, 0.2772941491595349, 1.5109253657469567e-05
total error = 0.0075692467568309685(2.73%)
