# syst, prompt_ratio, error
Central, 0.1498478689830979, 2.263125803192843e-05
PileupReweight, 0.14947449423842468, 2.244931325896521e-05
L1PrefireUp, 0.14984646716695896, 2.2630781965362994e-05
L1PrefireDown, 0.14984901284963986, 2.2631591384199976e-05
ElectronRecoSFUp, 0.14993705210249644, 2.2681777875146185e-05
ElectronRecoSFDown, 0.1498478689830979, 2.263125803192843e-05
HeavyTagUpUnCorr, 0.14978947641837606, 2.2628942584597692e-05
HeavyTagDownUnCorr, 0.14990579955023264, 2.2632075104153365e-05
LightTagUpUnCorr, 0.14985472856841373, 2.2638150933768067e-05
LightTagDownUnCorr, 0.14984143601965022, 2.261161111084833e-05
JetResUp, 0.1503949047565112, 2.2307940447123278e-05
JetResDown, 0.14989142173761782, 2.2819938988311008e-05
JetEnUp, 0.14755955718180364, 2.383213622945151e-05
JetEnDown, 0.15221466708170717, 2.344302856537975e-05
ElectronResUp, 0.14985308889135343, 2.2659079906528078e-05
ElectronResDown, 0.1498478689830979, 2.263125803192843e-05
ElectronEnUp, 0.1497049131505633, 2.2519705135195916e-05
ElectronEnDown, 0.15000237049230186, 2.4481094711656752e-05
MuonEnUp, 0.14984775091010918, 2.2631238251260064e-05
MuonEnDown, 0.14984799714051789, 2.2631243857556537e-05
total error = 0.0024649974787789705(1.65%)
