# syst, prompt_ratio, error
Central, 0.07982276725413147, 2.2346925689932482e-05
PileupReweight, 0.07975953771601428, 2.2271521115901442e-05
L1PrefireUp, 0.07982241973827506, 2.234670766541854e-05
L1PrefireDown, 0.07982316270302044, 2.234718807401354e-05
ElectronRecoSFUp, 0.07904881462330891, 2.1678939758743654e-05
ElectronRecoSFDown, 0.07982276725413147, 2.2346925689932482e-05
HeavyTagUpUnCorr, 0.07981735279911842, 2.2420389471582395e-05
HeavyTagDownUnCorr, 0.07982804115505233, 2.227286916797492e-05
LightTagUpUnCorr, 0.07985880894241876, 2.24708702312575e-05
LightTagDownUnCorr, 0.07978709326233013, 2.2222030500251652e-05
JetResUp, 0.08007599793824696, 2.1948837147369367e-05
JetResDown, 0.07981500398140004, 2.2086310738599902e-05
JetEnUp, 0.07818159260105674, 2.0493960614758117e-05
JetEnDown, 0.08156897859586379, 2.443180108182381e-05
ElectronResUp, 0.07982270735603635, 2.2451149192062674e-05
ElectronResDown, 0.07982276725413147, 2.2346925689932482e-05
ElectronEnUp, 0.07978284594609522, 2.24638176118527e-05
ElectronEnDown, 0.07997919160045378, 2.2909905230151462e-05
MuonEnUp, 0.07982268833833203, 2.2346897805847562e-05
MuonEnDown, 0.07982288222540133, 2.2346950550640372e-05
total error = 0.001934599941236869(2.42%)
