0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'AdamW', 0.001, 'ExponentialLR')","(64, 'Adam', 0.001, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'RMSprop', 0.001, 'StepLR')","(128, 'Adam', 0.002, 'StepLR')","(128, 'Adam', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.002, 'ExponentialLR')","(64, 'Adam', 0.002, 'CyclicLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'Adam', 0.005, 'ExponentialLR')","(128, 'Adam', 0.001, 'StepLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(64, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(64, 'Adam', 0.005, 'StepLR')","(64, 'Adam', 0.002, 'StepLR')","(64, 'Adam', 0.005, 'ExponentialLR')"
fitness,0.5564589055606298,0.5516928271111989,0.5561154329436166,0.5557468332563128,0.7002080162820362,0.5552021718706402,0.5565038015274776,0.5554242841856819,0.5525797673407056,0.555021219594138,0.5540977065903799,0.5535155064832595,0.5534071102369399,0.5528404511270069,0.5528357974688213,0.5515436691329593,0.550793415410178,0.5504058197793507
