syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(39.67304461694692, 0.19549161462888368)","(53.77310407103271, 5.355966586718505)","(2.1055539588943577, 1.9868450623335696)","(38.02932225489228, 1.1417015727457969)","(34.73742251167297, 0.3668669086581809)","(13.291376812719227, 0.26780312528126193)"
L1PrefireUp,"(39.25803581394351, 0.19349096777584948)",-,-,"(37.6181979680608, 1.1300955340089764)","(34.332078995986144, 0.3626829772472279)","(13.111099813179631, 0.26413484363062556)"
L1PrefireDown,"(40.07817426600932, 0.19745573745328324)",-,-,"(38.43677374269647, 1.1532840101579704)","(35.135980088141146, 0.3710086048550561)","(13.469892662548173, 0.2715056218072587)"
PileupReweightUp,"(39.179240882197504, 0.1927629488728053)",-,-,"(38.44784874343338, 1.153193062894553)","(34.38655695316276, 0.36195437098529654)","(13.13832982045148, 0.2642334573092725)"
PileupReweightDown,"(40.119917306194736, 0.2012931739044987)",-,-,"(37.48938713139056, 1.150053393917699)","(35.03834810156319, 0.3775796699686127)","(13.453592926083529, 0.2758343656706714)"
MuonIDSFUp,"(40.51097883544228, 0.19955712298284672)",-,-,"(38.71706218476625, 1.1619527118564736)","(35.332079601483684, 0.3730439331107557)","(13.540647629566566, 0.27267924655569226)"
MuonIDSFDown,"(38.84543086021957, 0.19152029134846896)",-,-,"(37.349516808617494, 1.1218872704816374)","(34.149202257409215, 0.3608197434809619)","(13.045093541300208, 0.2630393374076741)"
DblMuTrigSFUp,"(39.68545503629432, 0.1955516390279585)",-,-,"(38.04443201308087, 1.1421315041293665)","(34.750474741787244, 0.36700266286600813)","(13.296025291002985, 0.267891327160351)"
DblMuTrigSFDown,"(39.660490295653794, 0.19543091466521517)",-,-,"(38.01399888228065, 1.1412658495826358)","(34.72420123909816, 0.36672943159658816)","(13.286667173356228, 0.2677138428823511)"
JetResUp,"(39.66913334972049, 0.19553653559971082)",-,-,"(38.07903496095132, 1.1405610345636361)","(34.7231990856525, 0.36681380885276554)","(13.323314481737219, 0.2681984689851954)"
JetResDown,"(39.635450459176226, 0.1954184182915249)",-,-,"(37.97241529096916, 1.1404134897189895)","(34.744141468413574, 0.36690247280090454)","(13.276443687883253, 0.26759205015127685)"
JetEnUp,"(40.026480260782286, 0.19642579477558236)",-,-,"(40.29750338062031, 1.1729751556746595)","(34.82656225087597, 0.36756359424934937)","(13.484656796126876, 0.26973025976041504)"
JetEnDown,"(39.282717548582255, 0.19449261845076957)",-,-,"(36.44112075611358, 1.107192128903071)","(34.590251061826756, 0.3660955391475866)","(13.069394970929453, 0.2658671061075074)"
MuonEnUp,"(39.68962518784174, 0.1955196317583115)",-,-,"(37.9068250547723, 1.139799310196954)","(34.66612696375309, 0.3664243976637727)","(13.274255074323547, 0.2675551215633165)"
MuonEnDown,"(39.64912988479449, 0.19541598646629002)",-,-,"(38.127632684330756, 1.1428429685126607)","(34.75713231423183, 0.367291550794602)","(13.290337814661905, 0.268005525171376)"
ElectronEnUp,"(39.67183201427792, 0.19548940264443226)",-,-,"(38.02859584680612, 1.1417013416570545)","(34.73335994243335, 0.36684564092064276)","(13.291376812719227, 0.26780312528126193)"
ElectronEnDown,"(39.67477562769821, 0.19549550008035937)",-,-,"(38.02932225489228, 1.1417015727457969)","(34.73975902787837, 0.36687073449417557)","(13.290573175276153, 0.26780433107690993)"
ElectronResUp,"(39.67380774470957, 0.1954931041090455)",-,-,"(38.02932225489228, 1.1417015727457969)","(34.73742251167297, 0.3668669086581809)","(13.291376812719227, 0.26780312528126193)"
ElectronResDown,"(39.67304461694692, 0.19549161462888368)",-,-,"(38.02932225489228, 1.1417015727457969)","(34.73742251167297, 0.3668669086581809)","(13.291376812719227, 0.26780312528126193)"
NonpromptUp,-,"(97.60428241834187, 8.706004098972889)",-,-,-,-
NonpromptDown,-,"(35.93343112067185, 4.950194168819831)",-,-,-,-
ConversionUp,-,-,"(4.081357872369601, 3.899650986419313)",-,-,-
ConversionDown,-,-,"(0.12975004541911578, 0.2692537410452839)",-,-,-
