syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(37.999936281694914, 0.19374813078745642)","(14.277581373820768, 2.5359010651333485)","(-1.7235520924648604, 1.8395730528955125)","(3.2610551393368508, 0.2865965570084127)","(3.483441204584508, 0.11048617566957097)","(1.0629558745447703, 0.25381690197624107)"
L1PrefireUp,"(37.60495389787176, 0.1917824783005465)",-,-,"(3.2270577138366456, 0.28369322390647594)","(3.444456631293652, 0.10923832108539941)","(1.0507101468710367, 0.25133311061703606)"
L1PrefireDown,"(38.38216896159345, 0.19565923683683822)",-,-,"(3.294322443791073, 0.28948058563378715)","(3.521419889493214, 0.11171385771378602)","(1.0750688069843921, 0.2562286061255743)"
PileupReweightUp,"(37.46727171424448, 0.19085782546499158)",-,-,"(3.321985581904769, 0.287357217920014)","(3.4502717188779366, 0.10897289133070531)","(1.08446082878424, 0.23795610161445716)"
PileupReweightDown,"(38.48817613262987, 0.19970807258619458)",-,-,"(3.2075464498459296, 0.2914118277324101)","(3.5124494892418006, 0.11378611943281171)","(1.0412951087404057, 0.26785334038371356)"
MuonIDSFUp,"(39.080695479734295, 0.1993226702310978)",-,-,"(3.339885049355141, 0.29327456845217753)","(3.564501797543685, 0.11310865072384979)","(1.0853415893800054, 0.26432530465154946)"
MuonIDSFDown,"(36.93653627360679, 0.18831386774844855)",-,-,"(3.183319604109839, 0.2800513860712915)","(3.403388191563405, 0.10792182803262357)","(1.040736282150013, 0.24349716295671425)"
DblMuTrigSFUp,"(38.01275596393836, 0.19381303244216216)",-,-,"(3.2621992421734554, 0.2866949327612439)","(3.4846813048062835, 0.11052439139153561)","(1.0631935836168644, 0.25397403653484263)"
DblMuTrigSFDown,"(37.9869667471511, 0.19368248635209914)",-,-,"(3.259897316301946, 0.2864969799350857)","(3.482185559076817, 0.11044749857313413)","(1.062717366253551, 0.25365647833879074)"
JetResUp,"(37.980340712677084, 0.19370648442523591)",-,-,"(3.3575984466008286, 0.2888732542916282)","(3.4812474168466934, 0.11057426882859746)","(1.0482334384176901, 0.25284524209603204)"
JetResDown,"(37.99664886303714, 0.19376635670938167)",-,-,"(3.1832258214679507, 0.28072513245807484)","(3.4824554124300677, 0.11052225263689483)","(1.0360862729219273, 0.25389624540485495)"
JetEnUp,"(38.20253369436197, 0.19432559311246936)",-,-,"(3.4842937236849703, 0.29157582265321913)","(3.4983686680925983, 0.11071467779584163)","(1.0736659916311744, 0.2523209896683352)"
JetEnDown,"(37.78499040097609, 0.19317231482034897)",-,-,"(3.1263560034283073, 0.2786527600719729)","(3.4764237122129598, 0.11041063659378884)","(1.0354345556348576, 0.253421202190625)"
MuonEnUp,"(38.00846243376759, 0.19377305947257067)",-,-,"(3.253435404396271, 0.28619417905147)","(3.4760357207152555, 0.11035049990569643)","(1.054771137195092, 0.2538369243955941)"
MuonEnDown,"(37.97882816839, 0.19370306494659634)",-,-,"(3.301685513591797, 0.28680851107914906)","(3.498394449119977, 0.11065769791434456)","(1.0686148932300985, 0.2538279794853606)"
ElectronEnUp,"(37.999996742041816, 0.19374842517764077)",-,-,"(3.2610551393368508, 0.2865965570084127)","(3.482058091089329, 0.11047751812539396)","(1.0629558745447703, 0.25381690197624107)"
ElectronEnDown,"(38.000909900290615, 0.19375057707476184)",-,-,"(3.2610551393368508, 0.2865965570084127)","(3.483441204584508, 0.11048617566957097)","(1.0629558745447703, 0.25381690197624107)"
ElectronResUp,"(37.999936281694914, 0.19374813078745642)",-,-,"(3.2610551393368508, 0.2865965570084127)","(3.483441204584508, 0.11048617566957097)","(1.0629558745447703, 0.25381690197624107)"
ElectronResDown,"(37.999936281694914, 0.19374813078745642)",-,-,"(3.2610551393368508, 0.2865965570084127)","(3.483441204584508, 0.11048617566957097)","(1.0629558745447703, 0.25381690197624107)"
NonpromptUp,-,"(26.352439495908968, 4.417758754905551)",-,-,-,-
NonpromptDown,-,"(9.973965719824733, 2.3455213004606046)",-,-,-,-
ConversionUp,-,-,"(-3.4833429242670904, 3.633515075023668)",-,-,-
ConversionDown,-,-,"(0.036238739337369485, 0.1738862707507931)",-,-,-
