syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(47.823030665937935, 0.22220517745014973)","(4.122450943810416, 1.5302357277484575)","(0.13012882758120675, 0.13012882758120675)","(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
L1PrefireUp,"(47.57082311248189, 0.2212008165846262)",-,-,"(0.848115033668276, 0.18215517448199464)","(0.6624612671830872, 0.04190795937121011)","(0.4058622999666128, 0.15507931619828744)"
L1PrefireDown,"(48.06945876171847, 0.22321340905474685)",-,-,"(0.8543042927401302, 0.1831919118540173)","(0.6715352703510024, 0.04238550735428533)","(0.4137981785263594, 0.15811625710218588)"
PileupReweightUp,"(47.4249818346913, 0.22868984155253896)",-,-,"(0.8992253811588304, 0.194325083025866)","(0.6538493121275041, 0.04312037775737379)","(0.39013023276598413, 0.14050141554667198)"
PileupReweightDown,"(48.228758019106166, 0.22524670891479684)",-,-,"(0.7704258101516677, 0.16969564776857524)","(0.6753034098780119, 0.042725831492321585)","(0.4211363749764176, 0.16588001812594624)"
MuonIDSFUp,"(49.297876751496524, 0.22909186488979075)",-,-,"(0.889321734491663, 0.18964564473450027)","(0.6892803089293392, 0.04356723430957591)","(0.4226879328216846, 0.1618170579079561)"
MuonIDSFDown,"(46.37356868494948, 0.21549552297855842)",-,-,"(0.8143683692212469, 0.1760072688923191)","(0.6452036693794266, 0.040763447338263405)","(0.39708763279921666, 0.15145180532535554)"
DblMuTrigSFUp,"(47.830972960579494, 0.22224213743583474)",-,-,"(0.8515161492491083, 0.18273249005209902)","(0.6671606518282801, 0.04215320185206238)","(0.4098809962805062, 0.15663577335107018)"
DblMuTrigSFDown,"(47.81501437434555, 0.22216787579979616)",-,-,"(0.8511548358906305, 0.182665925053264)","(0.6668936994740272, 0.042136196734315984)","(0.4097242024379062, 0.15657268066856725)"
JetResUp,"(47.88129592689159, 0.22235076017379313)",-,-,"(1.012567804248981, 0.19753061649175002)","(0.6595746824712236, 0.042083191652211874)","(0.4074729347090916, 0.15654704881148038)"
JetResDown,"(47.70979553814003, 0.22190345707141196)",-,-,"(0.8824131227776234, 0.1939154596024207)","(0.6645219639762229, 0.04206040608621581)","(0.4039386074788044, 0.15666287703809414)"
JetEnUp,"(48.276346719273725, 0.22330936735029389)",-,-,"(0.8497607488567251, 0.19137631565080332)","(0.6710822247144345, 0.042248715317007204)","(0.4126281696627681, 0.15676629911450546)"
JetEnDown,"(47.31590395700084, 0.22092234419421383)",-,-,"(0.8327156952760026, 0.17495245222134864)","(0.6569017939693108, 0.041947804312998604)","(0.39877289171535313, 0.15711117436266622)"
MuonEnUp,"(47.84230727052591, 0.22224732282705845)",-,-,"(0.8856666152245644, 0.1864504133326308)","(0.6626309989798113, 0.0421057852532351)","(0.41050941825258164, 0.15660285539175808)"
MuonEnDown,"(47.782776157533334, 0.2221227391624155)",-,-,"(0.8515945198236822, 0.1827002021288993)","(0.6744503366044521, 0.042241976298482024)","(0.41081395567797946, 0.15660764086692952)"
ElectronEnUp,"(47.823030665937935, 0.22220517745014973)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
ElectronEnDown,"(47.823997144127276, 0.22220727928162703)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
ElectronResUp,"(47.823030665937935, 0.22220517745014973)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
ElectronResDown,"(47.823030665937935, 0.22220517745014973)",-,-,"(0.8513364950060683, 0.18269940690153932)","(0.6670278690990488, 0.042144742986182857)","(0.4098030157090349, 0.15660438586896563)"
NonpromptUp,-,"(7.597380527734468, 2.4610150033108678)",-,-,-,-
NonpromptDown,-,"(2.7931381903019634, 1.362598764133963)",-,-,-,-
ConversionUp,-,-,"(0.1788614958602059, 0.1788614958602059)",-,-,-
ConversionDown,-,-,"(0.08139615930220763, 0.08139615930220763)",-,-,-
