,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,5679.525501375629,17.087482806646147,5684.095329710261,5676.815760414645,5680.579118268981,5681.728907260859,5677.322095490401,5679.345695890834,5680.689509673366,5703.486641642841,5654.093814470194,5679.525501375629,5679.525501375629,5679.481418509962,5679.577168318214,5671.725030001187,5685.572327403451,5413.377137310097,5787.825482308161,4466.028300607276
ptCorr_10to15_abseta_0p9to1p6,3955.3001496855213,14.112720518704812,3972.605210812556,3953.3463380233243,3956.8093451090717,3958.074721923849,3952.5255774471934,3954.8563132228173,3955.74959089034,3967.2063986289145,3944.016916852573,3955.1942591651614,3955.3001496855213,3955.1942591651614,3955.3001496855213,3949.12710509498,3960.562746991658,3777.68877102647,4023.2299227773465,3176.415250319753
ptCorr_10to15_abseta_1p6to2p4,3312.3388898715684,12.944910675844879,3322.349967142604,3309.6821296479106,3314.6987884750833,3316.0607348020812,3308.617044941056,3312.4632181514376,3312.7813949804813,3318.7253126219684,3304.1672835028435,3312.3388898715684,3312.3388898715684,3312.239494904414,3312.3388898715684,3307.216113513447,3318.099466030705,3165.1478472143235,3364.8351629818308,2671.305174668074
ptCorr_15to20_abseta_0p0to0p9,6458.793172656468,18.15998242833465,6462.9680400204525,6455.305055014514,6461.788808455911,6461.298900095261,6456.287445217677,6458.683824178352,6459.961112027111,6484.727650994347,6432.501115133171,6458.793172656468,6458.793172656468,6458.793172656468,6458.793172656468,6453.7594111946755,6464.098606945957,6157.454034852407,6571.596224242217,5075.277036864517
ptCorr_15to20_abseta_0p9to1p6,4306.643630710032,14.773776359972112,4313.872527137144,4304.196599727687,4308.853988561647,4309.652511774114,4303.634749645949,4306.5446212902025,4307.342070367852,4319.02149688616,4292.477565722056,4306.689603200058,4306.643630710032,4306.643630710032,4306.735822156945,4302.501441135923,4312.814439054207,4111.556015440609,4381.199740025604,3413.9611341520545
ptCorr_15to20_abseta_1p6to2p4,3292.8257306667783,12.940295066524559,3300.10283227401,3289.674901975056,3295.798819211208,3296.4973074355235,3289.154153898034,3292.087606445001,3292.779453395477,3300.72392841346,3284.753573012509,3292.8257306667783,3292.8257306667783,3292.8257306667783,3292.8683586042716,3287.9607317644522,3295.970663853066,3138.423529268861,3349.970422669647,2628.9939706488626
ptCorr_20to30_abseta_0p0to0p9,14092.04489169586,26.927893919495887,14087.742939367163,14080.045181202257,14103.287862748279,14097.511984790479,14086.57779860124,14091.623263823669,14088.216917380076,14144.104418772,14031.293971407526,14092.04489169586,14092.04489169586,14091.913160065375,14092.04489169586,14079.481210965272,14103.418772377316,13465.819617514098,14318.507178044098,10996.17133358854
ptCorr_20to30_abseta_0p9to1p6,8897.257869831135,21.371200941215385,8902.347776499695,8891.165396616456,8902.8675062361,8903.440822772667,8891.074916889605,8897.614300334331,8896.8628327441,8922.568837206898,8871.164480328209,8897.257869831135,8897.257869831135,8897.257869831135,8897.436321920488,8888.73751733684,8904.39969473364,8487.177253254784,9048.925600384096,6949.098098537095
ptCorr_20to30_abseta_1p6to2p4,6123.196504630693,17.655681106375297,6132.609102555602,6116.423262076175,6129.643916104074,6129.913610532818,6116.479398728569,6122.600214269816,6123.264185483037,6136.336492467475,6108.82536937853,6123.196504630693,6123.196504630693,6123.196504630693,6123.238925122817,6118.663870764638,6126.7393656088125,5828.695083407893,6241.150602100276,4777.71883676613
ptCorr_30to50_abseta_0p0to0p9,27750.70207261916,37.75275265020939,27754.573181354583,27725.377013040477,27774.536602105964,27761.46812345408,27739.93602178423,27751.58322866405,27747.271379216603,27841.939968532562,27649.41540003924,27750.70207261916,27750.70207261916,27750.523657918424,27750.792625873048,27729.053768906168,27772.376363934272,26586.434975006276,28147.005045886024,21542.256804142264
