,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,108104.25870856279,2329.5867529308857,107743.56949533492,108066.1631762979,108115.57459214565,108146.1984022571,108062.31901486844,109555.88839812142,106826.1956763405,118956.2432134451,97913.05297940868,108104.25870856279,108104.25870856279,108104.25870856279,108104.25870856279,108105.4381299168,108244.58436413118,49642.372417901875,287872.0690873881,6270.056595034877
ptCorr_10to15_abseta_0p9to1p6,81865.71793512146,1958.3556528884387,82253.45348145127,81835.02575042174,81891.16272952603,81923.45594215581,81807.9799280871,83201.84396400083,80591.95184084648,89369.47302456385,74091.22115379905,81865.71793512146,81865.71793512146,81822.90449760223,81865.71793512146,81686.24558511855,82122.69322657528,38836.074751888314,209146.3312344419,4070.36806450862
ptCorr_10to15_abseta_1p6to2p4,67153.75284520605,1803.0156395152692,67359.27692655097,67107.49698950762,67196.75762734526,67230.17150794814,67077.33418246395,68182.43872647146,66614.96232981312,73420.05267453514,60845.07455712784,67153.75284520605,67153.75284520605,67153.75284520605,67153.75284520605,67071.54040408535,67397.36050606452,31937.491121433144,180624.95956275982,3665.3059847702852
ptCorr_15to20_abseta_0p0to0p9,120356.21211656148,2379.930622079853,121537.08448437174,120305.56369722805,120403.55306786967,120402.90502885447,120309.51920426845,122864.6725973372,118647.45939736557,132676.13467018798,109957.82440581243,120356.21211656148,120356.21211656148,120356.21211656148,120356.21211656148,120188.11019198329,120383.83184480482,54982.371559469124,319961.8916178979,6798.558308273462
ptCorr_15to20_abseta_0p9to1p6,90127.34834806895,2071.6106758202177,90249.45290251516,90086.52891754328,90167.15375214016,90190.27482356195,90064.42187257591,91636.52734854113,89300.38052461238,98756.9936615879,82972.30108029497,90127.34834806895,90127.34834806895,90127.34834806895,90127.34834806895,89954.3068929351,90169.01440246118,40527.38903429407,235890.843710766,4669.078511796557
ptCorr_15to20_abseta_1p6to2p4,74718.88430419263,1871.4236086104418,75296.9029370356,74656.21339429692,74780.84263698114,74803.90894438633,74633.85966399894,76599.6373447151,73623.29101223941,82898.54835128027,67668.29020254956,74718.88430419263,74718.88430419263,74718.88430419263,74718.88430419263,74506.74887627315,75024.72223957561,34133.07248039539,208164.9098421929,3979.772166162131
ptCorr_20to30_abseta_0p0to0p9,261818.90263044616,3582.545270481778,262698.35028323735,261627.23456612,262008.63551446513,261920.47683955575,261717.32842133645,266951.7317035703,257711.1885555352,286840.4399875217,238594.0959876847,261818.90263044616,261818.90263044616,261818.90263044616,261818.90263044616,261501.8593549679,262269.3716178048,114755.6954930979,640460.6487292596,14524.182980901747
ptCorr_20to30_abseta_0p9to1p6,200047.2522548348,3150.707344982311,199945.1209915834,199929.99111779945,200162.84910591622,200188.1968670439,199906.30764262573,202629.97516664502,198003.3525670747,217042.91427926434,182620.43975372612,200047.2522548348,200047.2522548348,200047.2522548348,200047.2522548348,199873.73953071714,200423.43400456358,89252.1708654466,475924.87811493414,10415.649936263762
ptCorr_20to30_abseta_1p6to2p4,167178.50210908393,2875.108081786594,167208.86968265887,167017.25632701692,167338.0877700782,167366.40049064456,166990.60372752332,170324.8414239335,164741.09285339463,183820.22546274905,151007.43786956705,167178.50210908393,167178.50210908393,167178.50210908393,167178.50210908393,167220.7566083289,167151.1058704409,75230.55059347891,405036.13368172065,9002.489141248605
ptCorr_30to50_abseta_0p0to0p9,522608.9508355545,5015.82971331322,523859.5219697589,522192.7076179716,523021.1543887803,522811.70010354626,522406.2015675627,527510.2966235144,516499.58334314695,559624.6069931955,489352.37941770296,522608.9508355545,522608.9508355545,522608.9508355545,522608.9508355545,522033.0962663841,523043.5824952746,272185.5917901309,967138.1514140154,26091.396773464643
ptCorr_30to50_abseta_0p9to1p6,372134.09441731195,4283.308213676332,372553.54176014813,371907.6957354532,372358.0134094687,372396.00988459215,371872.17895003187,376225.8008748783,368156.04835190775,396445.02329674445,348306.88565409364,372134.09441731195,372134.09441731195,372134.09441731195,372134.09441731195,371806.729915719,372238.3085082222,194662.3516457989,693521.0271919816,17225.96570855899
ptCorr_30to50_abseta_1p6to2p4,328726.9146700837,3932.6220435602545,331719.8731849931,328396.4031590633,329055.19502124575,329095.83600456314,328357.99333560455,334434.3383845953,325590.9557824474,353208.1525190638,307377.612140998,328726.9146700837,328726.9146700837,328726.9146700837,328726.9146700837,328305.5229096016,329080.5721592653,176513.62005984515,610214.4556707119,17640.395188394315
ptCorr_50to100_abseta_0p0to0p9,549617.4421586698,5101.648726230509,626256.5834391359,620596.5168501948,621572.2063490953,621327.6804203147,620845.771800582,622588.4446567062,620535.3192651293,633069.3751349584,610887.0517406786,621086.7261104478,621086.7261104478,621086.7261104478,621086.7261104478,621629.1145520505,620596.4624377438,502268.3529479697,727793.7532105914,29141.446576710507
ptCorr_50to100_abseta_0p9to1p6,385694.99476069066,4347.077413330071,439197.4082673554,436838.48523393134,437358.30734639085,437405.7217137795,436794.5599687841,438267.40621171665,435934.7377180856,446002.95473165234,427061.5979650348,437100.14084128145,437100.14084128145,437100.14084128145,437100.14084128145,437486.68640473555,436660.95671166974,351138.6170849824,516343.5180133162,19670.56991806593
ptCorr_50to100_abseta_1p6to2p4,311132.76130916516,3851.7129922085323,347918.07762580924,344648.95859274484,345338.6531338953,345376.219919252,344613.9080528505,345164.85317174013,343774.74023619294,352509.9068961331,336901.4001672382,344995.0639860514,344995.0639860514,344995.0639860514,344995.0639860514,345295.28185928374,344677.84119815414,275257.7572500178,412488.34735242557,15616.947887276094
