,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,439.30223547941137,13.426878315144762,446.5145994182573,439.1300224068076,439.3559204084799,439.4726654089566,439.13180554986604,442.3498569588714,436.7646655743962,454.7594753213707,423.9737689058523,439.30223547941137,439.30223547941137,439.30223547941137,439.30223547941137,438.6137960098207,440.3786200659564,281.7930972557428,586.3862786212715,104.89851967907697
ptCorr_10to15_abseta_0p9to1p6,306.03743845419166,11.368511572806861,303.47927393265803,305.9122466033279,306.1368155336449,306.2541345475024,305.82074236088096,307.42072688509705,305.8306318659083,319.23162468828815,294.7738564764089,306.03743845419166,306.03743845419166,306.03743845419166,306.03743845419166,305.69655625895984,305.31797513549856,198.37366748582198,413.8193546705956,68.5792864721405
ptCorr_10to15_abseta_1p6to2p4,241.1378817251575,9.794493249276497,242.9893714706014,240.9613488925015,241.29964607202737,241.4059200628685,240.86984338744656,243.00526286465183,240.4082855474906,250.15820640980934,230.23377178682824,241.1378817251575,241.1378817251575,241.1378817251575,241.1378817251575,240.77745463235323,241.1378817251575,157.97989589832244,323.5784818650981,47.72295283603654
ptCorr_15to20_abseta_0p0to0p9,433.24746353907636,13.159752212917292,436.15488372319834,433.05391236967034,433.4167904076663,433.41554448363615,433.0793825945166,434.947393654667,433.5602686028949,449.26991854086424,421.6267846091939,433.24746353907636,433.24746353907636,433.24746353907636,433.24746353907636,434.28957374999584,433.26255262484995,286.0312566455598,579.0501541740482,100.30001975694435
ptCorr_15to20_abseta_0p9to1p6,314.5589730349543,11.28774123796248,318.02722662779126,314.40862899766637,314.70080033364155,314.77770546407965,314.3402406058289,316.00763634459395,314.55072496240723,327.37524684066756,303.29357557345594,314.5589730349543,314.5589730349543,314.5589730349543,314.5589730349543,313.0919484327885,314.8553043608895,200.80754948338097,419.1287798664942,63.265858808310966
ptCorr_15to20_abseta_1p6to2p4,237.06194906969228,9.497491549025975,242.52231320420273,236.85033689145317,237.2653431200477,237.32751053763408,236.7963876017505,239.3231498787387,236.69625436975625,244.92312390011256,230.42408695881946,237.06194906969228,237.06194906969228,237.06194906969228,237.06194906969228,237.42350632452704,238.36473257960634,157.8464449240247,321.1407547831832,45.639470958924164
ptCorr_20to30_abseta_0p0to0p9,722.9050727483168,17.1630742420238,726.5259888843733,722.3497809104342,723.4485013254039,723.1855280946955,722.6246174019379,723.5643305711999,721.4441240427874,749.3038870452756,695.4955622315399,722.9050727483168,722.9050727483168,722.9050727483168,722.9050727483168,722.540184638011,722.1800123064537,469.96383422633033,977.0275238918308,129.07960047565527
ptCorr_20to30_abseta_0p9to1p6,507.37836035575486,14.859894730621866,504.7591990239014,507.05960346988184,507.68541509438876,507.735271477618,507.0214492338917,507.09062039203565,506.4755729989132,521.6878223019337,486.2725168105433,507.37836035575486,507.37836035575486,507.37836035575486,507.37836035575486,508.48658527408793,507.0165475857605,343.5862480276593,657.8702886256449,88.98663939859574
ptCorr_20to30_abseta_1p6to2p4,413.45489506362634,12.651962727982752,421.09329676513136,413.02181887381823,413.8779899802379,413.9282417406649,412.98154838658786,415.96360026760345,415.98677511303026,432.96218294072753,400.9745974521874,413.45489506362634,413.45489506362634,413.45489506362634,413.45489506362634,413.0945556711973,413.2437838720089,277.4602477598058,567.8876690530108,72.36662571190038
ptCorr_30to50_abseta_0p0to0p9,985.8909566619224,19.965070670328142,993.3940280036271,985.04196399209,986.7184093889276,986.2734389547785,985.5084743690655,990.9634200270774,983.4441454324494,1015.4206248360588,947.384462441863,985.8909566619224,985.8909566619224,985.8909566619224,985.8909566619224,984.0994907792666,986.2353629517725,684.992359109145,1233.311860940385,147.50146787061917
ptCorr_30to50_abseta_0p9to1p6,698.3581350899954,16.48034135394069,712.1368692085173,697.8762454762451,698.8206416871906,698.8451277112854,697.8711424687053,701.1076200592463,697.5885512673182,723.0446123797119,680.2295058418987,698.3581350899954,698.3581350899954,698.3581350899954,698.3581350899954,696.5706164306026,699.4675740584869,489.9427754522242,891.4677205247937,108.35584522114797
ptCorr_30to50_abseta_1p6to2p4,619.7706721403305,15.471522093251599,631.4737706565855,619.1010831268413,620.4238362407496,620.4692510875544,619.0720931931066,620.4659931852179,617.9637467266588,637.2284167820899,602.8466148377557,619.7706721403305,619.7706721403305,619.7706721403305,619.7706721403305,618.9982170939068,621.0432186364998,440.0790424547838,785.2944622982648,96.41168344738836
ptCorr_50to100_abseta_0p0to0p9,940.2152825586023,19.60934301777235,1131.5292313045466,1124.1022809804833,1126.0200907630374,1125.5123323209446,1124.6393725097973,1126.4482768710232,1123.543202392333,1135.3605960360944,1110.039098899224,1125.0758524153707,1125.0758524153707,1125.0758524153707,1125.0758524153707,1127.0632630791586,1125.103485868891,981.5707848664764,1233.170721560079,159.09636266342233
ptCorr_50to100_abseta_0p9to1p6,651.5838749238293,16.115457370084847,776.2367470070939,768.8721928823985,769.9189037917542,769.9488326276326,768.8639478693148,770.8212680388278,769.3517555968785,783.9428532927184,758.6810410338225,769.4063902484736,769.4063902484736,769.4063902484736,769.4063902484736,771.1939089078664,769.0304475139503,657.2447540138905,851.6353197357788,101.96242752245153
ptCorr_50to100_abseta_1p6to2p4,601.4053871656864,15.928724554532383,692.9842448116473,693.0351907177459,694.5224854107647,694.5735633674531,693.0035893054087,694.5330190100036,692.334509687163,700.8900567267775,684.677184090045,693.78857633643,693.78857633643,693.78857633643,693.78857633643,695.3023142579891,692.8449147603122,597.3291821815327,767.6212683007609,103.14193654492794
