,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,34751897.83656588,275624.0655735299,35083142.52021897,34739197.11900798,34754776.106206365,34765380.043168776,34738415.62996298,35290252.14709854,34128325.33217203,38795586.94827449,31005182.67947135,34751897.83656588,34751897.83656588,34751897.83656588,34751897.83656588,34730637.18812493,34714430.287896276,14204796.984394705,98960766.00904047,6707450.535801364
ptCorr_10to15_abseta_0p9to1p6,25814986.064153116,236183.75625575022,26120344.371804085,25804915.21706697,25822691.170528036,25833259.23944586,25796712.88886037,26171870.86776232,25340201.623269893,28680043.2155997,23197234.1401109,25814986.064153116,25814986.064153116,25814986.064153116,25814986.064153116,25819457.76435506,25812349.257418774,10560807.961263338,73179065.7560637,4752114.73357092
ptCorr_10to15_abseta_1p6to2p4,22928616.89942538,211655.16548785398,23262432.74411179,22912990.731676344,22942628.511490263,22954632.735829454,22902601.06302131,23389763.655771106,22616365.94430932,25523481.9777951,20784950.464177538,22928616.89942538,22928616.89942538,22928616.89942538,22928616.89942538,22895414.72808446,22968146.20838072,9367437.833846629,65187942.29833778,3867652.604028165
ptCorr_15to20_abseta_0p0to0p9,10105638.78283583,134770.53448985805,10233432.022657618,10101356.61550769,10109484.74580753,10109559.325839417,10101718.239832245,10231115.516392613,9903828.51909051,11229285.307027122,9046730.190787002,10105638.78283583,10105638.78283583,10105638.78283583,10105638.78283583,10126520.934157455,10093872.673818598,4079910.055398135,26883679.348770753,1959514.04888492
ptCorr_15to20_abseta_0p9to1p6,7705044.838070902,109133.84821245236,7816781.608314991,7701394.802532648,7708553.074426281,7710505.176767666,7699584.499374136,7782256.933985168,7597266.106014171,8538324.60570094,6944499.486633524,7705044.838070902,7705044.838070902,7705044.838070902,7705044.838070902,7717955.107297316,7692547.265799564,3203560.1367836297,20195199.434011996,1384510.9935986707
ptCorr_15to20_abseta_1p6to2p4,6930326.355875364,107280.31350083128,7009724.335546305,6924504.923631683,6936005.267376935,6938132.879034221,6922519.832716504,7054104.622706654,6864975.094381212,7650018.053428004,6255580.107229835,6930326.355875364,6930326.355875364,6930326.355875364,6930326.355875364,6950447.205007414,6900899.34451916,2925477.5950000123,18091331.9531457,1228310.072022277
ptCorr_20to30_abseta_0p0to0p9,5464565.665609191,82485.14574770085,5527007.003019541,5460591.650152893,5468393.460266644,5466685.676540547,5462445.654677837,5511105.132887483,5434112.450172428,5954771.767364661,4935891.798442093,5464565.665609191,5464565.665609191,5464565.665609191,5464565.665609191,5476737.322815648,5451762.489110461,2385815.405886849,11987033.842921259,968458.708797579
ptCorr_20to30_abseta_0p9to1p6,4362689.6609904505,74506.97738319277,4415897.805735606,4360038.094792293,4365226.08971189,4365784.369123406,4359594.952857496,4446477.306528858,4316606.47431385,4815064.974574673,3971998.8450849717,4362689.6609904505,4362689.6609904505,4362689.6609904505,4362689.6609904505,4366913.577951505,4358724.446551477,1951230.2847469256,9462451.9594372,680421.4721683264
ptCorr_20to30_abseta_1p6to2p4,4015320.2393275625,71987.80376903786,4053313.4711235086,4011396.3638902884,4019140.643778629,4019915.8289729524,4010724.6496821744,4045481.4652778017,3998415.4713980514,4403595.825400899,3715190.700405771,4015320.2393275625,4015320.2393275625,4015320.2393275625,4015320.2393275625,4018313.502911155,4006583.713545642,1848060.500997873,8635822.19397338,655624.4260521192
ptCorr_30to50_abseta_0p0to0p9,1459836.5124497015,37213.58797149431,1465125.9109001292,1458619.5850137537,1460996.3283441737,1460402.8647554046,1459270.160143998,1468695.9717760868,1459089.8197041086,1537571.4683572906,1371700.2788927497,1459836.5124497015,1459836.5124497015,1459836.5124497015,1459836.5124497015,1463976.8398265126,1454680.7296017557,824497.3444805505,2223833.621098287,193382.5453378499
ptCorr_30to50_abseta_0p9to1p6,1212306.4943500762,32257.79640177018,1217822.8413437104,1211498.1327701833,1213077.1738764872,1213173.9499569384,1211439.0387432144,1219032.5758101048,1212004.5023508638,1276923.0294752487,1155152.9383583718,1212306.4943500762,1212306.4943500762,1212306.4943500762,1212306.4943500762,1215504.3268470743,1203777.118100718,708237.7018226276,1843811.4781925906,180873.0153668794
ptCorr_30to50_abseta_1p6to2p4,1109890.2884792953,30046.312567412027,1125943.1855448778,1108720.192578021,1111021.04266374,1111169.5373053649,1108611.0396532253,1113269.502428582,1115090.9598629847,1173620.187626109,1058631.6972170728,1109890.2884792953,1109890.2884792953,1109890.2884792953,1109890.2884792953,1116009.0439618814,1104966.8267616078,691641.32965047,1728580.874566975,179896.31856446818
ptCorr_50to100_abseta_0p0to0p9,185129.824783925,8090.195139807278,195343.92739712176,190706.23182953155,191027.3841418134,190945.6649506227,190797.5653813619,190350.40826511924,190427.58126056154,192205.44812747877,186402.02171624647,190871.61516599255,190871.61516599255,190871.61516599255,190871.61516599255,191338.10995122106,190378.99557482652,162508.2901948629,216867.1190380059,28214.134329740686
ptCorr_50to100_abseta_0p9to1p6,138503.13581964065,7098.950284655932,144909.50813739328,142655.09125815233,142852.5113878401,142858.41292419005,142655.21746906923,142194.18203078414,143150.99356656376,146285.03858393716,140263.15618444872,142756.8151966298,142756.8151966298,142756.8151966298,142756.8151966298,141958.0621290752,142300.50588373892,113471.66803283851,165978.89141515916,25240.848579785285
ptCorr_50to100_abseta_1p6to2p4,112954.0680295286,6122.13180273145,117907.16727894687,115569.65066505858,115821.5327220279,115831.66068553792,115564.78117383801,114797.79664579644,116190.84109244638,117850.28684224826,112276.49497090503,115698.22092968802,115698.22092968802,115698.22092968802,115698.22092968802,115753.81423646607,113675.05393338956,93963.61252689628,134113.55733171213,19954.109625885692
