,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,77361.22177849198,981.8636074471862,77417.45837520814,77318.65974771777,77372.80546915652,77391.23452714746,77331.20902983648,78726.67815952412,76329.19801647362,84550.09661323058,70731.06052507923,77361.22177849198,77361.22177849198,77361.22177849198,77361.22177849198,77218.10259045714,77327.88998970829,35414.16573434739,200570.12710051934,6058.833924441681
ptCorr_10to15_abseta_0p9to1p6,56958.92689900426,818.4611386992298,57550.53633117493,56926.068936719326,56980.37229092367,56998.951877422835,56918.90192058569,57877.60486269693,55716.306708906865,62339.62998884887,52132.31437143326,56958.92689900426,56958.92689900426,56958.92689900426,56958.92689900426,56894.506684608554,56981.83965963998,27533.158160162722,149398.952276145,3721.9163955742943
ptCorr_10to15_abseta_1p6to2p4,59030.43669933449,836.1486918146384,59474.43215358368,58980.87420189506,59071.34967156661,59098.24575832539,58962.62764034359,60342.804369867845,58107.89079005476,64463.3072493392,54027.14908895445,59030.43669933449,59030.43669933449,59030.43669933449,59030.43669933449,58915.198610805455,59108.05522100982,29064.10318064382,149545.89355514382,3368.6549620233486
ptCorr_15to20_abseta_0p0to0p9,47795.35471550179,741.162970469817,48570.0339327378,47766.883832830215,47815.9177061308,47813.897209208575,47776.812221795,48672.97204134644,46950.07406077578,52584.46521519876,44084.040259956,47795.35471550179,47795.35471550179,47795.35471550179,47795.35471550179,47832.06531073672,47783.927664257244,22555.159728056682,126457.83096936434,3358.6317074512676
ptCorr_15to20_abseta_0p9to1p6,35239.95605210048,658.9067688185887,35441.54885973288,35216.85935904729,35258.295719785114,35264.73143323241,35215.18067096855,35848.63068252125,34465.83934250771,38812.70404895038,32176.756883502952,35239.95605210048,35239.95605210048,35239.95605210048,35239.95605210048,35247.13655627223,35270.46742029294,16351.286510784674,93954.8192865692,2357.141130056755
ptCorr_15to20_abseta_1p6to2p4,38226.945284922214,681.3306708357239,38397.63764946183,38189.35265657862,38260.87283465284,38270.559461656165,38183.331108188264,38886.2305201159,37762.356507610784,41893.97884532517,35174.73441157522,38226.945284922214,38226.945284922214,38226.945284922214,38226.945284922214,38245.71602771062,38208.47633946193,19435.436172308648,93975.68751020721,2276.0568048655355
ptCorr_20to30_abseta_0p0to0p9,57898.14034578979,845.1107019747078,58044.21669303028,57846.354026720815,57941.07074242066,57920.60227560256,57875.67841597702,58972.420796104234,57132.36706539475,63567.659403638056,52767.781840796946,57898.14034578979,57898.14034578979,57898.14034578979,57898.14034578979,57920.547362750774,57930.3756927065,26376.175022312542,149694.63380356558,3670.573510702352
ptCorr_20to30_abseta_0p9to1p6,42540.71191684827,702.681956936261,43151.660002603865,42508.21851306484,42567.379179537464,42570.469763427835,42510.95407026871,43305.16332715839,41856.44333435325,46711.4311421953,38798.23288904788,42540.71191684827,42540.71191684827,42540.71191684827,42540.71191684827,42555.2458838469,42561.59474089667,19386.13092262139,105617.83134687341,2532.022238481436
ptCorr_20to30_abseta_1p6to2p4,42628.0261723761,707.1550535046534,43106.79819228588,42579.81343348428,42671.9370706192,42677.59166673576,42578.46067801646,43484.39271059701,41562.80721256348,46882.86197025155,38695.750252637314,42628.0261723761,42628.0261723761,42628.0261723761,42628.0261723761,42672.21179629017,42668.48116882011,20914.06867778362,100675.55338488548,2404.4177308172652
ptCorr_30to50_abseta_0p0to0p9,53175.94568013845,794.8752381326998,53868.138578472,53125.413144978054,53218.750199453745,53196.57560628913,53155.315753987765,53667.63677397585,52908.360099191166,56522.97169554626,50053.92422204283,53175.94568013845,53175.94568013845,53175.94568013845,53175.94568013845,53144.237012331796,53186.45328584951,26924.934335723512,93146.8488381325,2997.0782097914075
ptCorr_30to50_abseta_0p9to1p6,39277.1456679118,664.7843247743746,39930.80236664262,39246.316711610765,39302.370881403636,39304.64947164078,39249.64186418281,39624.03976278381,38863.37076286667,41963.481747790305,36654.14402280221,39277.1456679118,39277.1456679118,39277.1456679118,39277.1456679118,39231.2136861939,39224.094687483564,19745.387186105163,68468.71683058041,2147.3354452893386
ptCorr_30to50_abseta_1p6to2p4,36708.05398058672,649.2198474967903,37433.77639418092,36665.60228162348,36746.871325577755,36749.80632106039,36666.30164011308,37109.27206310581,36399.0298226969,39244.89896393933,34296.33866240583,36708.05398058672,36708.05398058672,36708.05398058672,36708.05398058672,36698.47387909809,36698.96206503232,19677.19060392601,61243.51287121257,1999.773324537528
