,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,1184.0380424429993,6.937060763656619,1181.855412107203,1183.4349709783196,1184.290329852528,1184.4973970828228,1183.578687803175,1183.527221217159,1183.5504919482648,1198.1429327741357,1168.9244088341766,1184.0380424429993,1184.0380424429993,1183.9640866493103,1184.0688246187149,1182.9105703345426,1185.382991036437,1033.528034065151,1290.8027111338097,953.3926511641641
ptCorr_10to15_abseta_0p9to1p6,802.1395872265529,5.688010299833345,803.1982493442748,801.7155462099029,802.4694850936177,802.7005650377343,801.5786094153713,802.1153786662715,801.6801741870902,810.8017409042003,792.7542890649136,802.1395872265529,802.1395872265529,802.1395872265529,802.1395872265529,800.1259353575261,803.0976253840099,702.0543921179491,875.2603814692609,651.3140123344082
ptCorr_10to15_abseta_1p6to2p4,634.8853483993573,5.005808855049738,637.7870376858207,634.35711804434,635.3546666883684,635.5965256130813,634.1741711856336,634.5338704408306,635.1526027896064,640.7747374011594,627.8689471303557,634.8853483993573,634.8853483993573,634.8853483993573,634.9216691083867,633.6228456283653,635.9467263010437,556.2274230892599,688.8048329429732,517.2940774567883
ptCorr_15to20_abseta_0p0to0p9,1394.4726964534025,7.5075061721100695,1395.0956046214717,1393.6708931408564,1395.1623550060424,1395.013690475775,1393.9317024310296,1394.6303066029914,1394.322848902502,1410.9545281140995,1378.3295651338406,1394.4726964534025,1394.4726964534025,1394.2880847631159,1394.5439837525355,1393.0088766333188,1395.697792832942,1218.6462006658487,1515.8334052849875,1123.889641825574
ptCorr_15to20_abseta_0p9to1p6,898.1605358334375,6.052019370471228,898.1895563101091,897.6231669519113,898.6438660113823,898.7849446965989,897.5361269702759,897.5899206324611,898.1701007660613,906.2176738618967,886.7013025224504,898.1605358334375,898.1605358334375,898.1261182893177,898.1948681717158,897.8482778555724,899.2589672487472,784.9785652181395,973.8908506801747,725.7212256059439
ptCorr_15to20_abseta_1p6to2p4,643.0400682449844,5.055418476978544,645.215235123882,642.3997422807,643.6420082820063,643.7518092209382,642.3283272690304,642.2969365951164,642.9048031196882,650.5774761750625,635.7480830461111,643.0400682449844,643.0400682449844,643.0400682449844,643.0400682449844,642.1591430811249,643.4249691113953,564.5401910538064,697.9418915929992,522.009180201728
ptCorr_20to30_abseta_0p0to0p9,2921.762771565076,10.91173833138849,2917.3094784753084,2919.1722955382775,2924.1768747943693,2922.8962869061984,2920.6292562239514,2920.808664980333,2921.6015386497975,2951.621108899869,2888.653771944578,2921.762771565076,2921.762771565076,2921.5758582932335,2921.9256803315416,2919.7621442451764,2923.643266264385,2577.966486221422,3141.29974567462,2366.5677028020614
ptCorr_20to30_abseta_0p9to1p6,1806.2856463594171,8.555512733720715,1805.9793934893207,1804.9965860639775,1807.464612672512,1807.5371382199132,1805.03415449892,1805.496284694701,1806.3434245933843,1825.0276817129984,1786.3363798657647,1806.2520670166346,1806.2856463594171,1806.145218326731,1806.2856463594171,1805.7050800240422,1808.1838401129771,1590.5101100854226,1953.0485817645995,1451.518270047006
ptCorr_20to30_abseta_1p6to2p4,1185.0128653616277,6.929152414283704,1186.4495617055084,1183.652772692099,1186.3040800959666,1186.3150746378262,1183.7106560854293,1184.5204736887295,1186.3183006408765,1198.070510961171,1171.7276194395822,1185.0128653616277,1185.0128653616277,1184.9805084464933,1185.0447194364008,1183.975270055734,1186.7165858832595,1037.645147865966,1284.8178594098817,942.1894713824989
ptCorr_30to50_abseta_0p0to0p9,4629.534267376722,13.68384653388758,4630.186165243404,4625.158477115591,4633.635574194112,4631.330322883143,4627.738211870298,4628.613518647853,4628.671576876144,4666.83647557662,4586.018470922868,4629.534267376722,4629.534267376722,4629.3045838258495,4629.70634065407,4627.784697276652,4631.478481932035,4137.260779041301,4910.847027312037,3746.4618971264504
