syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(30.417370828123495, 0.1778094487395077)","(6.79852532065916, 1.5862914778680113)","(0.314035237352295, 0.1597583544921091)","(2.828038675042553, 0.25700735306256955)","(4.523582043161222, 0.11946988210471667)","(1.394997310414031, 0.2457185802395391)"
L1PrefireUp,"(30.112263408566562, 0.17613002423517637)",-,-,"(2.79799234888597, 0.2547043131112854)","(4.470286838370771, 0.11814262354494089)","(1.373285922165043, 0.2433352640246149)"
L1PrefireDown,"(30.71643205385742, 0.17947536241154227)",-,-,"(2.8577644455128555, 0.259305881619293)","(4.576346191404403, 0.12081044275566258)","(1.4163552837494722, 0.24794653692958804)"
PileupReweightUp,"(30.201315008373765, 0.1914877442881378)",-,-,"(2.8424864129399765, 0.2978195169845466)","(4.4802360898653175, 0.128542513941911)","(1.40439825516278, 0.24151659429026331)"
PileupReweightDown,"(30.608316786523755, 0.17113520769394372)",-,-,"(2.777727782826568, 0.23594266484738588)","(4.546421245522066, 0.11465073275501166)","(1.3816970391892156, 0.24898852700393384)"
MuonIDSFUp,"(30.95095037361443, 0.18082119195339844)",-,-,"(2.8712469161510334, 0.2605031340732802)","(4.590911904095417, 0.12121909029076147)","(1.4146694638748751, 0.2482965578387111)"
MuonIDSFDown,"(29.889352812791152, 0.17485616690005537)",-,-,"(2.7852655500243686, 0.25357854738737046)","(4.456986645936571, 0.11775481451969767)","(1.375576592633901, 0.24317093115926447)"
DblMuTrigSFUp,"(30.422029734772046, 0.1778360662158647)",-,-,"(2.828474696155129, 0.25704481668430207)","(4.52432592097267, 0.11948910796450131)","(1.3951656406973227, 0.24576158905919962)"
DblMuTrigSFDown,"(30.412645593007735, 0.1777824589210854)",-,-,"(2.8275958751682007, 0.25696933647616743)","(4.522827117633513, 0.11945037291714665)","(1.3948266793496866, 0.2456749288427297)"
JetResUp,"(30.49440149365723, 0.17810055677367073)",-,-,"(2.903072775015133, 0.2640602954946579)","(4.526395350165302, 0.11928875949720143)","(1.3894502854631332, 0.24665785217437963)"
JetResDown,"(30.352860406852948, 0.17761980496290566)",-,-,"(2.8869600990649222, 0.2575189706817299)","(4.5213959696065595, 0.11947920930604455)","(1.398998534886986, 0.2441449687585199)"
JetEnUp,"(30.87149603104736, 0.17914861002204394)",-,-,"(3.0648833526619756, 0.26717174154086104)","(4.540439360146504, 0.11956978916418229)","(1.4186988693166231, 0.24546235228184088)"
JetEnDown,"(29.93478217844127, 0.17630653620492984)",-,-,"(2.7798187233990315, 0.25066277703704515)","(4.507011707772304, 0.11918754914943713)","(1.3774282223024317, 0.24639407252719514)"
MuonEnUp,"(30.431618157500836, 0.17782447358337267)",-,-,"(2.8424606544431805, 0.25754008103444503)","(4.520397480124087, 0.11949720448529604)","(1.3965829725350858, 0.24573034444707323)"
MuonEnDown,"(30.4106312113068, 0.17784105098443798)",-,-,"(2.8416960544458485, 0.25739775013354194)","(4.521312409882479, 0.11942964082421488)","(1.385201433601164, 0.24569923864263363)"
ElectronEnUp,"(30.416830998246596, 0.1778086292752734)",-,-,"(2.828038675042553, 0.25700735306256955)","(4.523582043161222, 0.11946988210471667)","(1.394997310414031, 0.2457185802395391)"
ElectronEnDown,"(30.418912305669476, 0.17781613035400462)",-,-,"(2.828038675042553, 0.25700735306256955)","(4.523582043161222, 0.11946988210471667)","(1.3982126092774707, 0.24573961589803964)"
ElectronResUp,"(30.417370828123495, 0.1778094487395077)",-,-,"(2.828038675042553, 0.25700735306256955)","(4.523582043161222, 0.11946988210471667)","(1.394997310414031, 0.2457185802395391)"
ElectronResDown,"(30.417370828123495, 0.1778094487395077)",-,-,"(2.828038675042553, 0.25700735306256955)","(4.523582043161222, 0.11946988210471667)","(1.394997310414031, 0.2457185802395391)"
NonpromptUp,-,"(17.9083303563179, 3.679424868684819)",-,-,-,-
NonpromptDown,-,"(1.7403744752152996, 1.2076609125538933)",-,-,-,-
ConversionUp,-,-,"(0.4297406817686673, 0.2186208934911987)",-,-,-
ConversionDown,-,-,"(0.1983297929359227, 0.10089581549301949)",-,-,-
