,Central,Stat
ptCorr_10to15_abseta_0p0to0p8,0.6439546774834306,0.10119214596423602
ptCorr_10to15_abseta_0p8to1p479,0.5974777916878309,0.08908699935494983
ptCorr_10to15_abseta_1p479to2p5,0.5889683110307518,0.06236786858144102
ptCorr_15to20_abseta_0p0to0p8,0.3553287176556019,0.06283887037783428
ptCorr_15to20_abseta_0p8to1p479,0.30677356459082744,0.050673740728849864
ptCorr_15to20_abseta_1p479to2p5,0.43248400766702905,0.03750989994856016
ptCorr_20to25_abseta_0p0to0p8,0.23952652722846607,0.032734150525899786
ptCorr_20to25_abseta_0p8to1p479,0.21156939712545347,0.026763262284180366
ptCorr_20to25_abseta_1p479to2p5,0.3259417046501896,0.021818252022499752
ptCorr_25to35_abseta_0p0to0p8,0.1485426363866224,0.017015015481611214
ptCorr_25to35_abseta_0p8to1p479,0.16571927899396516,0.017661101250664796
ptCorr_25to35_abseta_1p479to2p5,0.2461753995040894,0.013688783916335335
ptCorr_35to50_abseta_0p0to0p8,0.12629811323334247,0.015089609170064569
ptCorr_35to50_abseta_0p8to1p479,0.17872525763394537,0.017960395188194058
ptCorr_35to50_abseta_1p479to2p5,0.19318539465523238,0.010393594735645943
ptCorr_50to100_abseta_0p0to0p8,0.14364822262903304,0.014173633181031198
ptCorr_50to100_abseta_0p8to1p479,0.1708757585817168,0.01355644645788724
ptCorr_50to100_abseta_1p479to2p5,0.1666786495812214,0.006820004726112247
