,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,569.9135809958616,5.763491423824242,551.3434878864658,566.7556592791242,573.0279918763347,609.2383070652494,569.9135809958616,569.8837886551752,570.878704834141,575.4431278988585,565.0265041571827,569.8818558533723,569.9135809958616,569.8950878471725,569.6998419786828,569.9135809958616,569.9135809958616,486.5917081946197,614.8239017286737,347.06332630785937
ptCorr_10to15_abseta_0p8to1p579,350.74107690062016,4.495561810991243,334.15171444508286,348.8522433256956,352.601902321288,363.16947869299247,350.74107690062016,350.42066688665193,351.67384408995565,353.36168046052495,347.91918497301816,350.8553664267764,350.74107690062016,350.3303375882948,351.2952456387809,350.74107690062016,350.74107690062016,298.36928382755156,376.208379462091,218.71918661266264
ptCorr_10to15_abseta_1p579to2p5,315.21625413895845,4.285019931461014,289.4177133089012,313.51368666948497,316.8922360784138,319.89592161892597,315.21625413895845,314.8173001129577,315.6384596786332,317.96973979337645,312.9713102177734,315.21625413895845,315.21625413895845,314.5256474013458,315.3206303459166,315.21625413895845,315.21625413895845,271.11813162316525,340.2079964318101,197.22320633099775
ptCorr_15to20_abseta_0p0to0p8,574.5854208432073,5.773334690382186,562.1576795055806,571.8987490936835,577.2289703388207,614.2325095099488,574.5854208432073,573.5950188071763,575.2010369531824,578.9936550290881,568.3610244414509,574.8370133141455,574.5854208432073,574.1206578854056,575.3071565840693,574.5854208432073,574.5854208432073,485.401486909093,622.1762845317697,374.9960253810733
ptCorr_15to20_abseta_0p8to1p579,371.528611435005,4.585558914882975,361.3361218540815,369.662148640801,373.3660937231519,384.43944294310336,371.528611435005,370.2790300559496,371.6504729573039,374.64865798384636,367.71152983914834,371.52652565726254,371.528611435005,371.37276084300265,371.62964480283233,371.528611435005,371.528611435005,313.3855289199288,401.8287711315894,243.58767736524152
ptCorr_15to20_abseta_1p579to2p5,340.3078063055927,4.403687631504298,325.41095665710395,338.43154443974265,342.15080637266277,345.3393419480445,340.3078063055927,339.7226370168013,341.1458382657918,343.52418503123226,336.84288978479174,340.3078063055927,340.3078063055927,339.80516215160526,340.9625095715052,340.3078063055927,340.3078063055927,286.94878843517216,368.0177620613537,222.00792899475113
ptCorr_20to25_abseta_0p0to0p8,517.9855861154632,5.0581639926884465,515.4560783315477,515.8289460951287,520.1004078953449,521.0992216228,517.9855861154632,516.9420797053143,518.691170932209,523.1748860599924,512.7604014998675,517.9836980947401,517.9855861154632,517.8583991925943,518.6608853875275,517.9855861154632,517.9855861154632,441.31637745543964,566.1294447324905,348.1440269689295
ptCorr_20to25_abseta_0p8to1p579,342.67964805152485,4.098339971549286,340.64857227460175,341.0854489045697,344.24636075799253,344.5400970606802,342.67964805152485,342.07115867573117,342.9014668902037,346.0524170699791,339.25374528540823,342.6570683950515,342.67964805152485,342.6443239637912,343.13062084201647,342.6382786688373,342.67964805152485,292.66728647641304,371.6664942067936,229.8136566730897
ptCorr_20to25_abseta_1p579to2p5,313.6771491916251,3.8917435652377907,310.92485835420234,310.98061205260603,316.3596539645218,315.4762993218985,313.6771491916251,313.000655888636,313.1146020918625,316.0380204787498,310.37414440494575,313.63217689762826,313.6771491916251,313.46125411205685,313.56851845494026,313.6771491916251,313.6771491916251,263.13217526010925,340.883246108555,211.90976962136673
ptCorr_25to35_abseta_0p0to0p8,1036.9381596132143,7.146417951297949,1033.9753344660583,1032.8389239561984,1040.963252478108,1039.674570603316,1036.9381596132143,1035.986608810934,1038.9300596602206,1047.093932770176,1026.510391658326,1036.8283140801923,1036.9381596132143,1036.3058886388524,1036.5300870160722,1036.9381596132143,1036.9381596132143,873.8995012117778,1125.3409929382397,727.1989870360708
