,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,224.46969264889145,8.588936883765783,214.69204656389786,222.7472875238838,226.18047283998038,239.95837280786003,224.46969264889145,226.0090561489624,223.50350149549863,231.1607407401948,218.84767927976728,224.46969264889145,224.46969264889145,224.06007765613904,224.77669908726074,224.46969264889145,224.46969264889145,153.40610004374213,266.9245294969962,44.092355888993694
ptCorr_10to15_abseta_0p8to1p579,140.32364137255877,6.719075241142575,133.594454344161,139.26934730798075,141.38246295836655,145.3289056625494,140.32364137255877,140.95891329567394,139.78696665721955,146.16305119174078,136.95477255290592,140.32364137255877,140.32364137255877,140.54118383103224,140.32364137255877,140.32364137255877,140.32364137255877,101.99804635091763,169.27847202592704,19.120847394927278
ptCorr_10to15_abseta_1p579to2p5,112.97605557068141,5.989360722638405,104.8977620416581,112.46616348440065,113.47554087197456,114.65641889687535,112.97605557068141,112.97605557068141,113.23490544650045,115.44128043848373,110.61565088023934,112.97605557068141,112.97605557068141,112.5005236234616,114.13394663661447,112.97605557068141,112.97605557068141,78.78332194370213,139.4644074617296,12.119201695336358
ptCorr_15to20_abseta_0p0to0p8,224.18238973386096,8.35671374499432,220.88503240805505,222.45978560105522,225.88850314368602,239.65124564436576,224.18238973386096,224.72543584918924,222.5007852005943,229.09559098411373,217.5957456520287,224.18238973386096,224.18238973386096,224.40685213330627,224.18151415823675,224.18238973386096,224.18238973386096,148.85628882653623,276.2785297997738,31.13430620262509
ptCorr_15to20_abseta_0p8to1p579,172.68157431229235,7.2433566396953175,167.3862082957874,171.00522118251186,174.33959765033035,178.73592030959884,172.68157431229235,173.37949179967802,172.1803015384346,176.9912306402178,171.48941788417739,172.68157431229235,172.68157431229235,172.53443517211667,172.68157431229233,172.68157431229235,172.68157431229235,120.87790257573502,207.68745667884232,24.8730762501626
ptCorr_15to20_abseta_1p579to2p5,169.2678182211492,7.396710455846669,156.13481548355543,167.87031607043596,170.66575825058953,171.79548923497322,169.2678182211492,170.36512202351867,169.28289721062475,171.75901981443374,165.67223057995068,169.2678182211492,169.2678182211492,168.85824085260748,168.39983760012893,169.2678182211492,169.2678182211492,115.64549092278003,200.27686466725356,22.50396902801591
ptCorr_20to25_abseta_0p0to0p8,217.5795485915274,7.570290342340489,217.26397962271534,216.06924360105768,219.07484842064846,218.56089984151365,217.5795485915274,218.72630020378148,217.59144652110868,222.15761965277085,214.04992792405838,217.5795485915274,217.5795485915274,217.24773450828638,217.3786281847748,217.5795485915274,217.5795485915274,149.77065641140592,259.7856291777808,29.157734841538783
ptCorr_20to25_abseta_0p8to1p579,149.73509816062528,6.305503447540643,148.12678978669177,148.1627101932084,151.3016138818355,150.45954117099436,149.73509816062528,150.7560355815055,149.5970676302804,155.06246107457395,147.54918151612398,150.25942734776183,149.73509816062528,149.73509816062528,150.02603125381236,149.73509816062528,149.73509816062528,109.22191922477732,185.24224044934704,19.276784928768862
ptCorr_20to25_abseta_1p579to2p5,164.00042579766534,6.662733221213043,160.37366796063225,161.76931233955887,166.25213356688602,164.89754818523494,164.00042579766534,165.01461287058032,163.588070732039,167.69726202880713,158.39903709252624,164.00042579766534,164.00042579766534,163.94988192521114,164.75779983395225,164.00042579766534,164.00042579766534,116.61458236683237,189.55351802337142,17.38902417077196
ptCorr_25to35_abseta_0p0to0p8,407.54388246432154,10.38491084842924,407.59682588903155,405.65916930948583,409.40730376570247,408.6164866949308,407.54388246432154,409.6049854246498,407.58438805875016,414.35391709986436,399.26201577930107,407.5438824643215,407.54388246432154,407.5522605168466,407.8115544046861,407.54388246432154,407.54388246432154,290.64162839309034,475.8603906068129,46.99165332195915
ptCorr_25to35_abseta_0p8to1p579,315.18440613586523,9.159874909983246,311.6589360470674,312.2926362602935,318.0586479267732,316.3773581620509,315.18440613586523,316.3697643799177,314.65854402227643,319.58580882054275,309.5106833281517,314.71987079810464,315.18440613586523,315.12726593544954,315.7116016948147,315.18440613586523,315.18440613586523,232.31309608668596,363.8114308951741,42.54321083344293
ptCorr_25to35_abseta_1p579to2p5,334.9024972721792,9.223077854887977,333.44790644718057,327.94538232831525,341.9475285428282,336.6754742984835,334.9024972721792,335.2880370951036,335.4050389465158,341.1239225458889,330.3141982868191,334.9024972721792,334.9024972721792,334.91592418051044,336.0130830745714,334.9024972721792,334.9024972721792,247.49041795352122,391.36124998604555,38.594560954619595
ptCorr_35to50_abseta_0p0to0p8,521.307920912072,12.120024989798189,518.6980906136292,519.6417755631699,522.9326168866888,522.9018025977115,521.307920912072,521.7501870385181,519.760235823537,530.7223042786245,512.7720620441894,521.30844582474,521.307920912072,520.2232141621379,521.6282158284401,521.307920912072,521.307920912072,389.83407878040225,589.3425912431499,62.27417553213461
ptCorr_35to50_abseta_0p8to1p579,380.961639029892,10.265150602385463,376.7965520319442,378.0410070894846,383.8677561687658,382.44552275399025,380.961639029892,382.2552030651264,379.6790743111286,387.2644901002249,377.1385393624826,380.8229073022153,380.961639029892,380.5823027814929,381.3385961468703,380.961639029892,380.961639029892,291.6327942955601,431.3154937232102,36.19488024438382
