,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,1068294.8226628236,227431.68129186684,1035026.4492122732,1066394.9524259088,1070079.7500929448,1142008.4569109357,1068294.8226628236,1138601.230558234,1058888.5211440013,1248521.379813686,1051248.7543681383,1068294.8226628236,1068294.8226628236,1068294.8226628236,1039853.013214723,1068294.8226628236,1068294.8226628236,757043.8576922419,1600205.7689481266,55643.534416279756
ptCorr_10to15_abseta_0p8to1p579,1453969.0285439882,278476.2500043429,1218764.9433286728,1451232.479381781,1456621.632698854,1485640.3601397246,1453969.0285439882,1453342.8067345545,1397232.419159912,1476799.4890083151,1379117.7935621482,1453969.0285439882,1453969.0285439882,1453969.0285439882,1461579.3425879395,1453969.0285439882,1453969.0285439882,729690.8666372326,2389149.9389433945,22928.253648111946
ptCorr_10to15_abseta_1p579to2p5,2293507.9243147545,329628.0453767384,2164071.334039841,2288567.519347777,2298331.8472966575,2326966.725959265,2293507.9243147545,2408429.6450315076,2241527.1653814153,2426822.1631091065,2241527.1653814153,2293507.9243147545,2293507.9243147545,2247009.2997734435,2293507.9243147545,2293507.9243147545,2293507.9243147545,1003481.99830572,3744797.280584223,55288.53111381922
ptCorr_15to20_abseta_0p0to0p8,987390.6227093879,255993.2131194041,953599.8315661835,986724.3335418891,988042.7187500101,1055521.7693539015,987390.6227093879,1006866.386521706,945186.4183639244,987390.6227093879,893707.9852578057,987390.6227093879,987390.6227093879,987390.6227093879,988227.4196842413,987390.6227093879,987390.6227093879,373448.10377461126,1291682.6795881453,49551.69627910781
ptCorr_15to20_abseta_0p8to1p579,1013607.0516171664,225771.2915562811,986233.0742193938,1012927.7089185283,1014226.7884177209,1045800.8764768116,1013607.0516171664,961386.220133504,974572.7187947262,1013607.0516171664,896192.714954476,1013607.0516171664,1013607.0516171664,1013607.0516171664,1013607.0516171664,1013607.0516171664,1013607.0516171664,502475.7294652798,1299352.9148890646,54736.442225720006
ptCorr_15to20_abseta_1p579to2p5,3260521.7260635854,409046.10604838876,3167969.052469309,3252918.064074754,3267776.867494481,3308541.491060986,3260521.7260635854,3251301.855894555,3176749.8123929664,3384604.75013136,2847714.546711346,3260521.7260635854,3260521.7260635854,3260118.8071985017,3260521.726063586,3260521.7260635854,3260521.7260635854,1618387.8729829509,5437228.099946791,218082.08892237663
ptCorr_20to25_abseta_0p0to0p8,1201737.5241390828,249037.4227912248,1172785.7683722028,1200836.6935253907,1202496.825549415,1204894.8861949544,1201737.5241390828,1207095.0694613126,1201737.5241390828,1264303.0508897905,1186606.4560955714,1201737.5241390828,1201737.5241390828,1201737.5241390828,1201263.3031980256,1201737.5241390828,1201737.5241390828,868341.8236312015,1788153.2127935905,66088.52726096286
ptCorr_20to25_abseta_0p8to1p579,1268693.8666088553,254742.7624165205,1264474.73846922,1267851.8654806656,1269505.1511147106,1274013.0205838752,1268693.8666088553,1218906.393348482,1268693.8666088553,1398986.347746626,1206762.7034210458,1268693.8666088553,1268693.8666088553,1268693.8666088553,1268693.8666088553,1268693.8666088553,1268693.8666088553,455741.6986644442,2135956.5472917417,140087.07964370845
ptCorr_20to25_abseta_1p579to2p5,4876192.747952194,484742.12210587907,4702554.93821791,4840638.222420254,4911126.478431579,4901504.347066184,4876192.747952194,4927744.866667776,4827077.930580936,4978871.433287068,4641934.23963977,4876192.747952194,4876192.747952194,4890819.2396001555,4963815.433825806,4876192.747952194,4876192.747952194,2721545.316648381,7886241.827915683,21860.414031472006
ptCorr_25to35_abseta_0p0to0p8,1023894.5193563034,203687.10776189057,1024346.3011012595,1022193.1726941948,1025398.1931780775,1026593.0901025893,1023894.5193563034,1023894.5193563034,881967.6147680763,1086865.9753725193,881967.6147680763,1023894.5193563034,1023894.5193563034,1023894.5193563034,1023894.5193563034,1023894.5193563034,1023894.5193563034,534761.8686243293,1483100.8948838396,61151.40932681182
ptCorr_25to35_abseta_0p8to1p579,1647139.6500388063,272192.0932692183,1547644.13484408,1645927.607702479,1648306.2320296285,1653645.9274032717,1647139.6500388063,1631056.8442484448,1584772.5489877793,1647139.6500388063,1570952.4423837517,1647139.6500388063,1647139.6500388063,1647139.6500388063,1647139.6500388063,1647139.6500388063,1647139.6500388063,766623.2314208983,2345383.907108679,4034.1333264970635
ptCorr_25to35_abseta_1p579to2p5,4894350.57274866,470030.25364412373,4821745.6604264,4846882.696185829,4941315.634037945,4920277.216141816,4894350.57274866,4943746.267533628,4878450.452572453,5113320.631616142,4708219.428071199,4894350.57274866,4894350.57274866,4879745.2767029535,4822878.514268936,4894350.57274866,4894350.57274866,2542896.3161232304,6642511.837640931,270603.62723566685
ptCorr_35to50_abseta_0p0to0p8,546501.7830738133,113227.37306931929,578535.7505572021,545089.4966823205,547908.1416624514,548084.1854140526,546501.7830738133,546501.7830738133,546501.7830738133,546501.7830738133,546501.7830738133,546501.7830738133,546501.7830738133,546501.7830738133,546863.9441021393,546501.7830738133,546501.7830738133,340482.28073672997,600488.955625646,9376.387667322304
ptCorr_35to50_abseta_0p8to1p579,903835.1789332478,163610.6950964404,812774.8207693001,898670.5652734234,909001.7145829116,907382.1287374053,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,903835.1789332478,641595.9795711818,1082551.072536206,23047.07239790722
ptCorr_35to50_abseta_1p579to2p5,3287601.2634854014,369070.4192116105,3142106.032495049,3247070.246522464,3328293.739197549,3303811.4757650825,3287601.2634854014,3261718.278980615,3287601.2634854014,3302650.4621767835,3220681.6381929847,3287601.2634854014,3287601.2634854014,3288001.4219263545,3286863.787935159,3287601.2634854014,3287601.2634854014,2093821.1362082527,3957848.4403628143,54560.77472433706
ptCorr_50to100_abseta_0p0to0p8,389913.7789115711,85028.37797844845,415189.2827865484,410628.90959822293,414777.58618567145,414622.07243626873,412707.91252079763,410325.3672788855,412707.91252079763,412707.91252079763,412707.91252079763,412707.91252079763,412707.91252079763,412707.9125207976,412329.01763732114,412707.91252079763,412707.91252079763,381903.7083940695,413377.4968082729,4337.478764682163
ptCorr_50to100_abseta_0p8to1p579,575426.0621362341,103821.89180035268,559133.9212292036,621563.8025223278,623767.0693751882,626112.3252489753,622683.1169536988,622128.0368046203,622683.1169536988,622683.1169536988,618924.6688972223,622683.1169536988,622683.1169536988,622649.6957364825,622683.1169536987,622683.1169536988,622683.1169536988,439647.58277146495,623621.958118485,25680.614244577442
ptCorr_50to100_abseta_1p579to2p5,1619200.3885242515,158085.27781649414,1593431.2619451326,1678463.2148971132,1735159.6014775627,1716905.822585665,1706808.229089783,1711568.0366288077,1706808.229089783,1721446.5510285029,1694670.7529486108,1706808.2290897833,1706808.229089783,1706665.267663201,1690836.9123780816,1706808.229089783,1706808.229089783,1323773.8340982227,1948683.4966720552,111690.10543103193
