0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(128, 'RMSprop', 0.002, 'CyclicLR')","(64, 'AdamW', 0.01, 'StepLR')","(128, 'Adadelta', 0.0005, 'CyclicLR')","(64, 'RMSprop', 0.002, 'CyclicLR')","(64, 'Adadelta', 0.0005, 'CyclicLR')","(128, 'RMSprop', 0.0005, 'CyclicLR')","(64, 'RMSprop', 0.0005, 'StepLR')","(128, 'AdamW', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(128, 'Adam', 0.001, 'CyclicLR')","(128, 'RMSprop', 0.0005, 'StepLR')","(128, 'RMSprop', 0.001, 'CyclicLR')"
fitness,0.0005147062393408,0.0005300323627297001,0.0006024951300924,0.0005321525898244,0.0006119188794067999,0.000505045212214,0.0005233303325043,0.0005173277121686999,0.0005158760110064001,0.0005118754342908001,0.0005042719639956001,0.0005038176450937
