syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(121.291575581724, 0.4393366861955114)","(104.49331990930568, 7.199708890426018)","(-0.14693361980969236, 1.5751764513164772)","(57.7095705430032, 2.4104268781494116)","(52.80036280914784, 0.4193626158703964)","(20.509484535767527, 0.4329946795447629)"
L1PrefireUp,"(121.02070182448627, 0.43835460644908447)",-,-,"(57.5811195026858, 2.405007524598368)","(52.67806474669662, 0.4183929344064903)","(20.462418155332323, 0.43194116186038706)"
L1PrefireDown,"(121.5555094045302, 0.44029411145860675)",-,-,"(57.83586868039444, 2.4157583527353186)","(52.919258976044006, 0.4203053761089848)","(20.555346124070663, 0.4339808614499307)"
PileupReweightUp,"(120.7372702510353, 0.45116182534984717)",-,-,"(59.27768532255847, 2.5705871988792395)","(52.41783790563919, 0.4308315228327127)","(20.389809132512465, 0.44193935471275747)"
PileupReweightDown,"(121.80829386705231, 0.4435227541955059)",-,-,"(56.254700579442286, 2.3581320430183594)","(53.108395266022, 0.4234154301643249)","(20.647925647862216, 0.4426755607762692)"
MuonIDSFUp,"(123.58775372156198, 0.44750288652856474)",-,-,"(58.71501012605482, 2.45216149715189)","(53.66547388669932, 0.42611773169962613)","(20.877239636513423, 0.44213543699473973)"
MuonIDSFDown,"(119.02141236329929, 0.4313490393994294)",-,-,"(56.71479015860473, 2.3695665112538276)","(51.94401332092732, 0.4127444912695432)","(20.14599180253365, 0.4240516131594784)"
DblMuTrigSFUp,"(121.30555848526198, 0.4393869654779912)",-,-,"(57.71674483285388, 2.410733160913154)","(52.807657319625825, 0.4194206697995113)","(20.512002392584595, 0.43304878908986916)"
DblMuTrigSFDown,"(121.27747255636861, 0.4392859843576618)",-,-,"(57.702325651881296, 2.410117441766401)","(52.792996906811716, 0.41930400440152926)","(20.506942509512683, 0.43294001545562577)"
JetResUp,"(121.42423940190261, 0.43971167976991143)",-,-,"(60.7122758647162, 2.41244178852962)","(52.76749948684613, 0.4193534029726797)","(20.750186870913844, 0.464901109258854)"
JetResDown,"(121.14833096276742, 0.43912032985001725)",-,-,"(57.638830472365775, 2.386212917068635)","(52.773364895207884, 0.41933448692820885)","(20.461899364897285, 0.4326308402365088)"
JetEnUp,"(123.23868048175882, 0.4432321270655463)",-,-,"(62.77919015850419, 2.541073731047263)","(53.06779788667056, 0.42088857867099333)","(20.96960505201884, 0.4348902572464126)"
JetEnDown,"(119.31201897628449, 0.4353904612935919)",-,-,"(52.39549309843869, 2.2961637090517435)","(52.45685016660895, 0.4178838545449263)","(20.022935370802507, 0.4309764807973219)"
MuonEnUp,"(121.34182533418048, 0.43946826997993393)",-,-,"(56.07787375387901, 2.3827626164533857)","(51.74430100912935, 0.4152697603024195)","(20.14382671226223, 0.430877045578656)"
MuonEnDown,"(121.23015810493779, 0.4392294902101264)",-,-,"(58.883996818445006, 2.4391987557751267)","(53.79621452513266, 0.42343882629364654)","(20.801746301779797, 0.43495637954183053)"
ElectronEnUp,"(121.2902448629958, 0.4393346708659808)",-,-,"(57.7095705430032, 2.4104268781494116)","(52.80036280914784, 0.4193626158703964)","(20.509484535767527, 0.4329946795447629)"
ElectronEnDown,"(121.2928810458586, 0.43933862574767996)",-,-,"(57.7095705430032, 2.4104268781494116)","(52.80036280914784, 0.4193626158703964)","(20.509484535767527, 0.4329946795447629)"
ElectronResUp,"(121.291575581724, 0.4393366861955114)",-,-,"(57.7095705430032, 2.4104268781494116)","(52.80036280914784, 0.4193626158703964)","(20.509484535767527, 0.4329946795447629)"
ElectronResDown,"(121.291575581724, 0.4393366861955114)",-,-,"(57.7095705430032, 2.4104268781494116)","(52.80036280914784, 0.4193626158703964)","(20.509484535767527, 0.4329946795447629)"
NonpromptUp,-,"(190.26910201402848, 12.052789997503423)",-,-,-,-
NonpromptDown,-,"(53.11222578483148, 6.948199624071206)",-,-,-,-
ConversionUp,-,-,"(-0.8248375847037344, 2.8292733013998883)",-,-,-
ConversionDown,-,-,"(0.5309703450843495, 0.37860127002106164)",-,-,-
