syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(26.088193657960776, 0.16598849172898375)","(16.2699513828281, 2.9671361514265335)","(0.06577538085638877, 0.17441090731654693)","(1.0647882265721484, 0.14497979888713514)","(1.8534015545766573, 0.07233891559845707)","(0.672573216524296, 0.21329438659618646)"
L1PrefireUp,"(25.81873188432404, 0.16436912103752097)",-,-,"(1.0563305532537144, 0.1438556040668682)","(1.8322641887695317, 0.0715395053353056)","(0.6632447268248062, 0.21146006298514305)"
L1PrefireDown,"(26.3467565282748, 0.16756006142504376)",-,-,"(1.0730006208742437, 0.14609492305909225)","(1.8739582448601542, 0.07312925670154227)","(0.6814351585104249, 0.21492554626317412)"
PileupReweightUp,"(25.892698933942967, 0.18004886806376913)",-,-,"(1.1165145326518828, 0.1888442198800344)","(1.8545582254999182, 0.07890282752109594)","(0.6496483906441524, 0.2107096594391717)"
PileupReweightDown,"(26.310915310913558, 0.15980389275628362)",-,-,"(1.055486300349742, 0.1322094658399029)","(1.8586805149670023, 0.06928406885991356)","(0.6914487527958607, 0.21318752283775672)"
MuonIDSFUp,"(26.895888410898987, 0.1712140323101719)",-,-,"(1.0900462804297713, 0.14878497260111068)","(1.9004919666918678, 0.07429030730550153)","(0.6853468647046581, 0.2216296034288143)"
MuonIDSFDown,"(25.296262811334284, 0.16091146546195678)",-,-,"(1.0399340954657936, 0.14126568008459314)","(1.807010000120736, 0.07043698439241618)","(0.6596982651885133, 0.20529923429717625)"
DblMuTrigSFUp,"(26.09249594929881, 0.16601580730856044)",-,-,"(1.0649237944620438, 0.14500289117485193)","(1.8537171331003008, 0.07235174697278705)","(0.6726777721478886, 0.2133319849254559)"
DblMuTrigSFDown,"(26.08383212766857, 0.165960802963013)",-,-,"(1.0646510218518195, 0.14495636950135288)","(1.8530815569751078, 0.07232588975016742)","(0.672467331936774, 0.2132562037479486)"
JetResUp,"(26.090880604137656, 0.16599376515686842)",-,-,"(1.186211935593997, 0.14527951831406846)","(1.8543541038047189, 0.07234985565157605)","(0.6750274232170624, 0.21379869143084873)"
JetResDown,"(26.066764664678004, 0.1659419833944842)",-,-,"(1.1036030137168757, 0.14328267184852353)","(1.851106148899393, 0.0723292109934871)","(0.6662784635845527, 0.21261946069166568)"
JetEnUp,"(26.218063105568515, 0.1663991431670113)",-,-,"(1.2237055593211739, 0.15058065196826942)","(1.8541019862898556, 0.07245864270983657)","(0.6869354134655471, 0.2135225283497609)"
JetEnDown,"(25.937784106291467, 0.16551704022605226)",-,-,"(0.9400095107204671, 0.13704452199417738)","(1.845856752896617, 0.07216110035613862)","(0.6615527189720798, 0.21308825824896052)"
MuonEnUp,"(26.089666624588226, 0.16594069504745143)",-,-,"(1.0993626977567568, 0.1475265814534527)","(1.8511243132101225, 0.0722739089220211)","(0.6696966717706333, 0.21329197019983331)"
MuonEnDown,"(26.077800067542835, 0.1659446510240293)",-,-,"(1.0811321108293852, 0.14537027219787418)","(1.854872059068849, 0.07234361943925216)","(0.6669704820681208, 0.21328855183410633)"
ElectronEnUp,"(26.088193657960776, 0.16598849172898375)",-,-,"(1.0647882265721484, 0.14497979888713514)","(1.8534015545766573, 0.07233891559845707)","(0.672573216524296, 0.21329438659618646)"
ElectronEnDown,"(26.088193657960776, 0.16598849172898375)",-,-,"(1.0647882265721484, 0.14497979888713514)","(1.8534015545766573, 0.07233891559845707)","(0.672573216524296, 0.21329438659618646)"
ElectronResUp,"(26.088193657960776, 0.16598849172898375)",-,-,"(1.0647882265721484, 0.14497979888713514)","(1.8534015545766573, 0.07233891559845707)","(0.672573216524296, 0.21329438659618646)"
ElectronResDown,"(26.088193657960776, 0.16598849172898375)",-,-,"(1.0647882265721484, 0.14497979888713514)","(1.8534015545766573, 0.07233891559845707)","(0.672573216524296, 0.21329438659618646)"
NonpromptUp,-,"(28.569582467501355, 5.153307292827564)",-,-,-,-
NonpromptDown,-,"(11.769153774533683, 2.5914883302680507)",-,-,-,-
ConversionUp,-,-,"(0.09001014424730983, 0.23867214026692718)",-,-,-
ConversionDown,-,-,"(0.04154061746546769, 0.1101496743661667)",-,-,-
