0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'RMSprop', 0.01, 'ExponentialLR')","(64, 'AdamW', 0.01, 'CyclicLR')","(64, 'Adam', 0.001, 'StepLR')","(128, 'AdamW', 0.002, 'ExponentialLR')","(128, 'RMSprop', 0.001, 'ExponentialLR')","(64, 'RMSprop', 0.01, 'CyclicLR')","(128, 'Adam', 0.01, 'CyclicLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(128, 'RMSprop', 0.005, 'CyclicLR')","(128, 'AdamW', 0.01, 'ExponentialLR')","(64, 'AdamW', 0.001, 'ExponentialLR')","(64, 'Adam', 0.005, 'ExponentialLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'AdamW', 0.005, 'ExponentialLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(64, 'Adam', 0.001, 'CyclicLR')","(64, 'Adam', 0.001, 'CyclicLR')"
fitness,0.8127614430018834,0.6218919132777623,0.5862723687489827,0.5907042632784163,0.8127614430018834,0.8127614430018834,0.6343903318359738,0.5906765118099395,0.8155411850384304,0.5899047082038154,0.5888599273136684,0.5885979277974083,0.5885638694081987,0.5877083507038298,0.5874324613525754,0.5873943121319726,0.5842444597425914,0.5842444597425914
