#parameters,chi2
-0.060403798275280196,0.01278335262859699,21.24147741301184
-0.015300871387454944,0.009670450629877574,3.067796735273536e-05,1.9088771592373235
-0.024480820982351197,0.010478303973959189,1.550169957853099e-05,7.434704707434968e-08,1.9279157313328301
