0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(32, 'Adadelta', 0.0001, 'CyclicLR')","(64, 'Adam', 0.0001, 'StepLR')","(128, 'Adam', 0.01, 'CyclicLR')","(64, 'Adam', 0.002, 'CyclicLR')","(32, 'Adadelta', 0.01, 'StepLR')","(64, 'AdamW', 0.01, 'CyclicLR')","(64, 'Adam', 0.01, 'StepLR')","(128, 'RMSprop', 0.01, 'CyclicLR')","(32, 'Adadelta', 0.002, 'CyclicLR')","(128, 'Adadelta', 0.001, 'StepLR')","(64, 'Adadelta', 0.0001, 'StepLR')","(128, 'Adadelta', 0.01, 'StepLR')"
fitness,0.00033620064244379997,0.0002917836549736,0.00026187697815749996,0.00027081112528129996,0.0003006565954003,0.0002750731699523,0.00027326217116340005,0.00028551369799040006,0.00030159107950470006,0.0003018546501796,0.00032775538982369995,0.00029814854725490007
