0,1,2,3,4,5,6,7,8,9,10,11,12,13
chromosome,"(64, 'Adadelta', 0.0005, 'StepLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(64, 'Adadelta', 0.0001, 'StepLR')","(128, 'Adam', 0.0005, 'CyclicLR')","(64, 'AdamW', 0.0001, 'CyclicLR')","(64, 'AdamW', 0.0001, 'StepLR')","(32, 'RMSprop', 0.0005, 'CyclicLR')","(64, 'AdamW', 0.0005, 'CyclicLR')","(32, 'RMSprop', 0.0005, 'StepLR')","(64, 'AdamW', 0.01, 'StepLR')","(64, 'RMSprop', 0.0001, 'StepLR')","(64, 'Adam', 0.002, 'CyclicLR')","(64, 'RMSprop', 0.0001, 'CyclicLR')","(128, 'RMSprop', 0.0001, 'CyclicLR')"
fitness,0.0007057626939245001,0.0005849720406391001,0.0007222337417659001,0.0005721368679687001,0.0006241829753632,0.0006350118049554001,0.0005989143326877001,0.00059824815357,0.0005967237417186001,0.0005932322272232,0.0005923363687027,0.0005846735984086999,0.0005836265104866001,0.0005658080120171001
