,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,0.6309696237164416,0.024224718162193126,0.6307791404653922,0.6311598416223497,0.6159944191025354,0.6216302603469597,0.6146510920368352
ptCorr_10to15_abseta_0p8to1p479,0.6793448887292116,0.033534942931946525,0.6791773957189369,0.6795121423255666,0.6724916052661468,0.6558778208014694,0.7052645249800388
ptCorr_10to15_abseta_1p479to2p5,0.7421713088962468,0.03323508636644287,0.7420878603349893,0.7422546779122828,0.7319317801051293,0.7427308925474572,0.7546085814575249
ptCorr_15to20_abseta_0p0to0p8,0.3833942582756713,0.021836178105434638,0.3827492911458986,0.3840375099904934,0.36928158513305437,0.38165849483789216,0.49971480827290854
ptCorr_15to20_abseta_0p8to1p479,0.41432038658430587,0.026338162408406585,0.4137759852442563,0.4148634762605561,0.4151106552100531,0.4119521098812142,0.48957784667213056
ptCorr_15to20_abseta_1p479to2p5,0.5448678033789031,0.02458690315967764,0.5446564306383622,0.5450789151146777,0.5476102994696016,0.5527981454777857,0.5614733811072824
ptCorr_20to25_abseta_0p0to0p8,0.26488644189262534,0.014388990515669912,0.26343857891591316,0.26632749792416743,0.2827591294834224,0.27002583865251445,0.3265400736062517
ptCorr_20to25_abseta_0p8to1p479,0.2880579921284815,0.016072848946604188,0.2870178495447771,0.2890943938188253,0.3020151390023234,0.3082389627059435,0.3172447956335261
ptCorr_20to25_abseta_1p479to2p5,0.3882029885821032,0.013853507985464784,0.3877769788470026,0.38862822729978863,0.398092969949693,0.3832504281751436,0.4206046875660984
ptCorr_25to35_abseta_0p0to0p8,0.18374002205148124,0.011777060120206139,0.17964179707116926,0.18779141939983626,0.1795676629169206,0.1908258321044064,0.20012355681100683
ptCorr_25to35_abseta_0p8to1p479,0.20229689177520788,0.012202040748969882,0.19997102267089198,0.20460664702261955,0.19085416657625115,0.22436238830581995,0.15657115563855345
ptCorr_25to35_abseta_1p479to2p5,0.24743308365927644,0.008443620127718545,0.2465891907138562,0.24827465183035935,0.23692059781627312,0.2673091707582081,0.25696444617342434
ptCorr_35to50_abseta_0p0to0p8,0.15369722250848333,0.007665641255437894,0.14270526224481248,0.16437763899584093,0.14823832891361513,0.15566084691893156,0.16074902394232257
ptCorr_35to50_abseta_0p8to1p479,0.18479312108070864,0.0076474923265829955,0.17716965159251244,0.19225627942510073,0.17171735442876296,0.19535917601080574,0.21821492934631412
ptCorr_35to50_abseta_1p479to2p5,0.21384084723618976,0.004461312663593226,0.21119920853449806,0.2164622085269924,0.19490952961524832,0.22352835243670244,0.21796690211346778
ptCorr_50to100_abseta_0p0to0p8,0.1845680066784728,0.01327337075211501,0.16832780066511,0.2001203324470497,0.18567578682999922,0.1834218851415687,0.20821096912434114
ptCorr_50to100_abseta_0p8to1p479,0.2201426043781772,0.01244780533193487,0.20980407542932414,0.23017814136071613,0.22111800464153314,0.22894204919236677,0.19180714548272904
ptCorr_50to100_abseta_1p479to2p5,0.2189235210571493,0.006247149745548119,0.21543904622076096,0.2223736066276831,0.21799090490009387,0.2229063502529871,0.20504731169185775
