,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,1577.2834819887585,42.09763312074706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.9645275491964,3634.9428595033237,199.2952342675947
ptCorr_10to15_abseta_0p8to1p479,1012.4618870258278,33.8163328693395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.90293446063725,2248.6688103638107,141.35568800315886
ptCorr_10to15_abseta_1p479to2p5,1322.7421186827178,38.88277818439427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.6139904154986,3039.4066286281677,116.57884970535906
ptCorr_15to20_abseta_0p0to0p8,559.7117138687674,25.05279630399738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.74229984586134,1262.6257392241423,93.20401860045145
ptCorr_15to20_abseta_0p8to1p479,462.11746686428825,22.7977260939075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.17693761496247,1046.1614804955293,53.18151980002612
ptCorr_15to20_abseta_1p479to2p5,1058.1261007126632,34.86498567044552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.1446607062689,2304.609013893745,90.64502835017319
ptCorr_20to25_abseta_0p0to0p8,660.8823019860728,28.94161113273375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0586667290884,1346.5963910498092,90.5496159859518
ptCorr_20to25_abseta_0p8to1p479,623.1081003698547,28.251969263349604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.4489598767288,1298.1036620243567,68.83249076618074
ptCorr_20to25_abseta_1p479to2p5,1609.9175524603952,45.36846571163319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.2748260725937,3163.4016985000035,114.44482037955919
ptCorr_25to35_abseta_0p0to0p8,598.4853199185334,27.508868968680392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.77531220402693,1041.2771201188564,53.70860048491182
ptCorr_25to35_abseta_0p8to1p479,565.7729520026246,26.808962243946695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.44040735456423,1032.6613653196932,34.010126518321
ptCorr_25to35_abseta_1p479to2p5,1601.0372775523526,45.73767163812635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.7087339501471,2753.401840671402,82.69223199331475
ptCorr_35to50_abseta_0p0to0p8,2123.7026570736743,53.93444123299468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.6306400744352,2755.712423867342,135.27818301505565
ptCorr_35to50_abseta_0p8to1p479,2151.8199221676023,54.18659127739321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.4570184051158,2838.4405228824653,144.1504948155287
ptCorr_35to50_abseta_1p479to2p5,5320.7759713023715,85.82568898532125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3195.3284376393326,7122.533965786876,251.54576677480512
ptCorr_50to100_abseta_0p0to0p8,1335.0037700811904,42.92765426384445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.2108237183656,1624.1010476573101,122.28538290408089
ptCorr_50to100_abseta_0p8to1p479,1370.446209285286,43.615996648296246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.03061400014,1687.9464552555655,92.55940480847497
ptCorr_50to100_abseta_1p479to2p5,3107.0020383472847,65.89060236768226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2782.9459925085257,3739.838220802999,163.4705079142212
