,Central,Stat
ptCorr_10to15_abseta_0p0to0p8,0.6799764927080665,0.006328841971892869
ptCorr_10to15_abseta_0p8to1p479,0.7233351034287683,0.008556103666906508
ptCorr_10to15_abseta_1p479to2p5,0.7736256959867216,0.010167958442933554
ptCorr_15to20_abseta_0p0to0p8,0.4601004319902678,0.006768173464932692
ptCorr_15to20_abseta_0p8to1p479,0.5138720712985387,0.008731134567628245
ptCorr_15to20_abseta_1p479to2p5,0.6051083110913568,0.00976557289276275
ptCorr_20to25_abseta_0p0to0p8,0.3560511417079519,0.007931810772018438
ptCorr_20to25_abseta_0p8to1p479,0.40094945167845625,0.009974889588074493
ptCorr_20to25_abseta_1p479to2p5,0.46028161660834227,0.010425738630780267
ptCorr_25to35_abseta_0p0to0p8,0.2571247866807514,0.006643823033078455
ptCorr_25to35_abseta_0p8to1p479,0.31339173338143533,0.008515236976196543
ptCorr_25to35_abseta_1p479to2p5,0.35137824681958213,0.00860820204523526
ptCorr_35to50_abseta_0p0to0p8,0.17785451193870097,0.007290369350328535
ptCorr_35to50_abseta_0p8to1p479,0.2262807962000764,0.00921715380555501
ptCorr_35to50_abseta_1p479to2p5,0.27972184143310314,0.0097956441678963
ptCorr_50to100_abseta_0p0to0p8,0.138537544459249,0.006580638815192559
ptCorr_50to100_abseta_0p8to1p479,0.19990571953884242,0.009043311836565116
ptCorr_50to100_abseta_1p479to2p5,0.23512589388214383,0.009089467980706385
