0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'AdamW', 0.01, 'CyclicLR')","(128, 'AdamW', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(64, 'Adadelta', 0.001, 'ExponentialLR')","(64, 'Adam', 0.002, 'StepLR')","(128, 'Adadelta', 0.01, 'StepLR')","(64, 'RMSprop', 0.001, 'StepLR')","(64, 'AdamW', 0.005, 'StepLR')","(128, 'RMSprop', 0.005, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'Adam', 0.001, 'StepLR')","(128, 'AdamW', 0.005, 'StepLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'Adam', 0.005, 'StepLR')","(64, 'AdamW', 0.002, 'StepLR')"
fitness,0.6036311776751565,0.5474874688557215,0.5455212006795974,0.6962654499099369,0.5410490364574251,0.6662713110787528,0.5468117822011311,0.539746226696741,0.815541179634276,0.5477842179139455,0.547636106581915,0.5475948079427083,0.5471199831508454,0.5462973702521551,0.5448758516425177,0.5418867054212662,0.5398411355699811,0.5395541764440991
