0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(128, 'Adadelta', 0.001, 'StepLR')","(64, 'Adam', 0.01, 'StepLR')","(128, 'RMSprop', 0.0005, 'StepLR')","(64, 'RMSprop', 0.001, 'CyclicLR')","(64, 'Adam', 0.01, 'StepLR')","(128, 'RMSprop', 0.001, 'StepLR')","(64, 'Adam', 0.01, 'StepLR')","(64, 'Adadelta', 0.001, 'CyclicLR')","(64, 'Adadelta', 0.002, 'CyclicLR')","(128, 'Adadelta', 0.01, 'StepLR')","(128, 'Adam', 0.0001, 'CyclicLR')","(64, 'Adadelta', 0.002, 'CyclicLR')"
fitness,0.0005966698331018999,0.0005260240860165,0.0005217984881666,0.0005266064671534,0.0005260240860165,0.0005168466199010999,0.0005260240860165,0.0005956807254798999,0.0005946631949571001,0.0005891638814456,0.0005364680014668,0.0005946631949571001
