syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(3.103442946450472, 0.017985478046314667)","(4.6725556176717244, 1.3322324748035468)","(0.0, 0.0)","(0.9332798386407091, 0.17050293832786553)","(1.0928119983567053, 0.06183594676333528)","(0.689882419514337, 0.20082465665278937)"
L1PrefireUp,"(3.072077417386247, 0.01780793803173038)",-,-,"(0.9230236484326879, 0.16889490861422257)","(1.0804253205479653, 0.06116622204783473)","(0.6836450706950994, 0.19955060730563196)"
L1PrefireDown,"(3.1334476873683843, 0.01815603222275526)",-,-,"(0.9430800597652965, 0.17207364897513355)","(1.1047826313742477, 0.06249148365804034)","(0.6955911069129604, 0.2018420225096097)"
PileupReweightUp,"(3.061657284807918, 0.017724700114284262)",-,-,"(0.9494653547398652, 0.16811111857992678)","(1.0720141698990209, 0.06086021556342858)","(0.6879814416088631, 0.2004334573754011)"
PileupReweightDown,"(3.142268973993659, 0.01853522772398213)",-,-,"(0.9217275784235334, 0.17656262044218868)","(1.1158924334538711, 0.06390685397147644)","(0.6834855319086952, 0.19730715907566115)"
MuonIDSFUp,"(3.207084248544218, 0.018595786288285343)",-,-,"(0.9625007474717014, 0.17553835854127128)","(1.123431308870789, 0.06361909480843934)","(0.7184180084419456, 0.21249720756935794)"
MuonIDSFDown,"(3.0019980812105005, 0.01739477526116082)",-,-,"(0.9046703875858637, 0.16559186146255855)","(1.0627090143338573, 0.06010146591734561)","(0.6622167058543201, 0.18970365517321422)"
DblMuTrigSFUp,"(3.1046240929068625, 0.01799231408492897)",-,-,"(0.9336549091410377, 0.17057128636071428)","(1.0932292632193001, 0.061858909228987735)","(0.6901737574775907, 0.20091883574290428)"
DblMuTrigSFDown,"(3.1022467458153, 0.017978556643288717)",-,-,"(0.9328992202427361, 0.17043359497618396)","(1.0923894840928852, 0.061812699832871396)","(0.6895869825985577, 0.20072914079520612)"
JetResUp,"(3.1067754917806227, 0.018003002948341125)",-,-,"(0.9971612473042591, 0.1749080928438991)","(1.0951935310470486, 0.06189203668211627)","(0.6923288579465132, 0.2008542627269827)"
JetResDown,"(3.103903241383441, 0.01798763544089814)",-,-,"(0.942256080344285, 0.16879652608549764)","(1.0952370425406193, 0.06193325095214471)","(0.6837737078369426, 0.20078007947191173)"
JetEnUp,"(3.116708938249348, 0.018027678247727587)",-,-,"(1.0054802609626796, 0.17332536060709977)","(1.096856252387916, 0.061964511316862515)","(0.705688418959935, 0.20083236391747508)"
JetEnDown,"(3.085107409614885, 0.017931593341809687)",-,-,"(0.8581642553983438, 0.16663492372216526)","(1.0838110683207927, 0.06174624235611411)","(0.6848723009028058, 0.20082807915087458)"
MuonEnUp,"(3.10540665532058, 0.01799346630520522)",-,-,"(1.010143244374342, 0.1736501332151079)","(1.0978160694212244, 0.06184080050282105)","(0.6879896786614015, 0.2008112467416339)"
MuonEnDown,"(3.099264943865527, 0.01796943594959592)",-,-,"(0.9371366520921031, 0.17052547622347206)","(1.0899612177793778, 0.06185772505589515)","(0.6940041691997375, 0.20083532620219569)"
NonpromptUp,-,"(9.710779341024516, 2.5301462646434647)",-,-,-,-
NonpromptDown,-,"(2.6805899892732805, 1.203009153870123)",-,-,-,-
ConversionUp,-,-,"(0.0, 0.0)",-,-,-
ConversionDown,-,-,"(0.0, 0.0)",-,-,-
