#parameters,chi2
-0.05241856325303573,0.012380249758065509,31.252739772523682
0.0025338576907751337,0.008503912234633017,3.7928349454765736e-05,1.9513872179982836
0.011272070641279443,0.007724118305946825,5.2927809924507246e-05,-7.562679147526026e-08,2.0183269418082013
