15,0.13800829452759655,0,0.002416823542107397
15,0.1389236784763137,0,0.002262761988752714
15,0.14169584354510045,0,0.005339515071787346
40,0.4029393391430985,0,0.005609941959650295
55,0.5741572318265611,0,0.007850861816378693
60,0.6426319674101286,0,0.006971070266075856
65,0.7302909078728919,0,0.008746515200439176
85,0.9954996442486113,0,0.013404508464463703
90,1.0746973806504139,0,0.013221210274501256
95,1.1828906890996056,0,0.01331162501900173
120,1.5911102150796055,0,0.020444182630823836
125,1.604683573469817,0,0.020238284648999957
155,2.243947236190811,0,0.045164745979543744
