0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(64, 'AdamW', 0.002, 'StepLR')","(128, 'AdamW', 0.002, 'StepLR')","(128, 'Adadelta', 0.01, 'StepLR')","(128, 'Adadelta', 0.002, 'StepLR')","(64, 'Adam', 0.0001, 'CyclicLR')","(48, 'Adadelta', 0.0001, 'StepLR')","(128, 'Adadelta', 0.0005, 'CyclicLR')","(64, 'RMSprop', 0.0001, 'CyclicLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'Adadelta', 0.0001, 'StepLR')","(64, 'Adadelta', 0.001, 'CyclicLR')"
fitness,0.0005305198733769,0.0005290502925948999,0.0005700605234930001,0.0005928984416856,0.0005428414235984,0.0006510141151292,0.0005979979035872,0.0005310100289801,0.0005223922581663,0.0005266107533658,0.0006429654634188001,0.0005995309721856001
