15,0.13562940624522007,0,0.001830044156192076
15,0.1299755188560378,0,0.001814456162521715
15,0.13244833017014568,0,0.0012756769246226654
15,0.1369225339888876,0,0.001304621103217237
40,0.41907306816724105,0,0.003437476496242747
55,0.5955194630550873,0,0.004732815560662761
60,0.6564245295344615,0,0.004400499469330545
65,0.7375095827945886,0,0.007478067479741479
85,0.996680992740647,0,0.008975870028223304
90,1.0726929059669639,0,0.009128381151330797
95,1.1528395865480268,0,0.010028529482585492
120,1.544349502285514,0,0.011991635218703691
125,1.6133439918481418,0,0.012550583596550455
155,2.235872020116291,0,0.025627039883285175
