0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(32, 'Adadelta', 0.0005, 'CyclicLR')","(128, 'Adadelta', 0.0005, 'CyclicLR')","(128, 'RMSprop', 0.01, 'CyclicLR')","(128, 'Adadelta', 0.001, 'StepLR')","(64, 'RMSprop', 0.01, 'StepLR')","(32, 'AdamW', 0.002, 'StepLR')","(128, 'Adam', 0.01, 'CyclicLR')","(128, 'AdamW', 0.01, 'CyclicLR')","(128, 'RMSprop', 0.002, 'CyclicLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(128, 'AdamW', 0.002, 'StepLR')","(128, 'RMSprop', 0.001, 'CyclicLR')"
fitness,0.00030938620936290005,0.0002993958645632,0.00027758061495560004,0.0002995521280736,0.0003006115807664,0.0002694554396327,0.0002527749903853,0.0002468929164821,0.00024652744510350003,0.0002443187222595,0.0002440290142382,0.00024162956965810003
