0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(32, 'AdamW', 0.01, 'StepLR')","(64, 'Adadelta', 0.001, 'CyclicLR')","(128, 'AdamW', 0.0001, 'CyclicLR')","(32, 'Adadelta', 0.002, 'CyclicLR')","(64, 'Adam', 0.0001, 'CyclicLR')","(32, 'AdamW', 0.001, 'CyclicLR')","(32, 'Adam', 0.002, 'StepLR')","(32, 'Adam', 0.0005, 'StepLR')","(32, 'Adadelta', 0.01, 'CyclicLR')","(64, 'AdamW', 0.01, 'StepLR')","(64, 'AdamW', 0.0001, 'CyclicLR')","(64, 'AdamW', 0.002, 'CyclicLR')"
fitness,0.00026682655016579997,0.0003012236119026,0.00026711780719820003,0.00030160511533410005,0.00027287341334989996,0.0002679498050184,0.00026844505539949995,0.0002726665242087,0.00029812660564979996,0.0002646247737463,0.00027285534515970005,0.0002631313942727
