,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,35341.85491372793,701.6519756587586,33378.035602098535,35298.389535438626,35383.23424360705,37780.485628296716,35341.85491372793,35897.41222604158,34861.967503121,37072.61988209621,33727.56535609312,35328.58041174619,35341.85491372793,35356.87771161828,35363.7841564558,35341.85491372793,35341.85491372793,17250.273604354734,63099.16630674982,2206.655876431641
ptCorr_10to15_abseta_0p8to1p479,23470.579396607634,562.6423364974356,22070.31258018428,23427.123659907327,23512.2989114159,24307.227047636738,23470.579396607634,23901.154264314675,23077.636622823506,24488.86010939964,22312.77595855834,23483.040328195006,23470.579396607634,23443.84350096806,23544.912025083173,23470.579396607634,23470.579396607634,11846.553077896808,40408.548545224534,1345.5348137246642
ptCorr_10to15_abseta_1p479to2p5,30007.34192986407,645.9176981785237,27165.840699682973,29876.25746294867,30136.363490050426,30448.598198882195,30007.34192986407,30393.305076223827,29677.54654192735,31288.10796296554,28759.91775455772,29985.306557488355,30007.34192986407,29934.120509476783,30070.328568817553,30007.34192986407,30007.34192986407,15342.002705751156,48059.22218782021,1861.245240124109
ptCorr_15to20_abseta_0p0to0p8,25960.717493375538,594.021314510991,25172.90838153388,25932.53683038116,25987.340650203543,27752.03838488307,25960.717493375538,26578.997238809276,25505.016810286237,27227.574973452676,24511.493382945184,25959.44342100979,25960.717493375538,25963.443876193214,25984.69458381742,25960.717493375538,25960.717493375538,12787.380343454079,47561.91990369727,1470.8510525917336
ptCorr_15to20_abseta_0p8to1p479,18540.086212150134,493.2181415472187,18100.274870090925,18514.90333601752,18564.00486350878,19189.775353463592,18540.086212150134,19109.121894406413,18190.70864098017,19637.89612964553,17621.903010759794,18527.625280562763,18540.086212150134,18557.8246309512,18506.649861350375,18540.086212150134,18540.086212150134,9309.671806552718,34552.17734193046,1190.075576753032
ptCorr_15to20_abseta_1p479to2p5,24217.46001348155,569.1583468622396,22682.131342858564,24115.917251768406,24317.119979482493,24571.400963646574,24217.46001348155,24691.890155130302,23711.269711702276,25355.573984453178,23089.644196162746,24232.572458436596,24217.46001348155,24300.672425934325,24171.248127009836,24217.46001348155,24217.46001348155,12448.760931006229,40733.58890835469,1193.8441013380157
ptCorr_20to25_abseta_0p0to0p8,17329.333563130313,445.8857856431551,17130.270727975116,17314.390317490426,17343.45725736572,17388.571902727537,17329.333563130313,17735.07759805294,17070.51740309928,18478.290408885157,16446.890400230364,17329.333563130313,17329.333563130313,17342.48040081071,17318.79212315057,17329.333563130313,17329.333563130313,8221.809126849981,32755.496472419196,1102.0938314654754
ptCorr_20to25_abseta_0p8to1p479,13116.630374555665,385.2400659428756,12944.703337556117,13102.578021745812,13129.974760460525,13171.658784237505,13116.630374555665,13291.919673510736,12869.914770430943,13616.85544997156,12407.11695767337,13094.340547107837,13116.630374555665,13093.633721055723,13210.04676033228,13116.630374555665,13116.630374555665,6339.4844937971575,23716.507125407115,604.6285412984722
ptCorr_20to25_abseta_1p479to2p5,15939.461236177867,424.87551523932814,15674.454011356303,15798.721512504279,16079.464482132855,16025.354176158204,15939.461236177867,16251.22090507181,15485.949049928548,16913.113284100174,15007.711317799489,15939.461236177867,15939.461236177867,15949.214992347534,15957.331078710951,15939.461236177867,15939.461236177867,8191.280723044908,27433.313421612802,894.3700007088776
ptCorr_25to35_abseta_0p0to0p8,24765.836800285233,530.6930218905925,24510.51587471461,24743.403087001552,24786.991556070854,24832.224072801167,24765.836800285233,25168.453283261035,24393.760912726357,26207.221733750543,23361.28839345281,24754.588034224973,24765.836800285233,24746.371564924473,24766.38592988306,24765.836800285233,24765.836800285233,11080.316845447658,41353.53006880038,1519.5548010315936
ptCorr_25to35_abseta_0p8to1p479,17134.340455841215,437.9403660056563,17009.628652336836,17113.488562130413,17154.321324940163,17197.425364810635,17134.340455841215,17431.8711233299,16819.62108017057,18139.282869706538,16206.045629740189,17157.61245212304,17134.340455841215,17132.055959427715,17076.58335723167,17134.340455841215,17134.340455841215,8544.637889603393,28043.17653446022,864.9980879371146
ptCorr_25to35_abseta_1p479to2p5,21078.00082436263,481.24898930158577,20696.60761700977,20793.466557127707,21363.102219279044,21188.67048984857,21078.00082436263,21334.74763997183,20838.72958039579,22175.521540016096,20137.308485671994,21078.00082436263,21078.00082436263,21068.55683168224,21087.430364771248,21078.00082436263,21078.00082436263,11112.638031686094,31781.914469412128,821.1135430977732
ptCorr_35to50_abseta_0p0to0p8,20621.28363871373,501.0370353809482,19939.7929209971,20608.77737814395,20633.082074383376,20682.344111243307,20621.28363871373,20683.909568642757,20445.275041752036,21124.237932694068,19978.232199197308,20629.421556249785,20621.28363871373,20639.141525223462,20619.9768558661,20621.28363871373,20621.28363871373,11435.700840873676,26843.018227807315,1023.503034191189
ptCorr_35to50_abseta_0p8to1p479,15392.549028898107,437.74983762639533,14560.310266300807,15381.488568374005,15402.680952622895,15451.572954995348,15392.549028898107,15430.538155573133,15363.729189383455,15763.239664221546,14909.90976068491,15379.22065280691,15392.549028898107,15392.588130754984,15387.559570876821,15392.549028898107,15392.549028898107,9046.770443261024,19817.3370159506,688.7593386580584
ptCorr_35to50_abseta_1p479to2p5,16235.70838066196,431.84040741002235,15599.992565903298,15964.944098383274,16507.477691159314,16316.101265976487,16235.70838066196,16308.586276000926,16100.334652475307,16687.013415233712,15677.307232625599,16235.707686757325,16235.70838066196,16225.724970437266,16226.759654256739,16235.70838066196,16235.70838066196,10156.690145617824,20167.03280992689,663.0035330538277
ptCorr_50to100_abseta_0p0to0p8,11840.625677443953,385.00109209418116,11841.07173242342,12459.039752096205,12473.572197591875,12525.115994114918,12466.520037526292,12476.693556425334,12463.683458644531,12547.932447565303,12328.068514261153,12466.520037526292,12466.520037526292,12466.697082669772,12445.063708381413,12466.520037526292,12466.520037526292,10430.682895186088,13461.960626813741,542.0433115686499
ptCorr_50to100_abseta_0p8to1p479,8309.106766729667,320.6276999400657,8383.658310391776,8895.081739769992,8910.636716101715,8950.526960880961,8903.061828114282,8950.889286051173,8880.736827391213,8995.275413196423,8867.500719005944,8903.061828114282,8903.061828114282,8891.833547554425,8895.428174643297,8903.061828114282,8903.061828114282,7635.290946215005,9509.864067792982,482.00400457026655
ptCorr_50to100_abseta_1p479to2p5,8322.343049983292,307.45222683279974,8610.30700294377,8707.158355094305,9042.230462175308,8928.658868926079,8874.115078930014,8901.306637795584,8888.443099039629,8943.563335667366,8780.71331249134,8874.115078930014,8874.115078930014,8908.241327732498,8863.854655973533,8874.115078930014,8874.115078930014,7430.835534533911,9554.685714629293,362.35572998479614
