,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,370.14304755122913,4.747176102457503,353.8940053318135,368.5033576731995,371.75970348866423,395.6833653060821,370.14304755122913,370.1858045461214,370.2456985178569,373.3747046727045,366.52143035686646,370.1309827466875,370.14304755122913,369.6787163979167,370.5400394487008,370.14304755122913,370.14304755122913,312.31608345559494,399.40395573799833,220.1509316280144
ptCorr_10to15_abseta_0p8to1p479,226.47900554995678,3.6388539985352994,217.58465636596475,225.47906998811823,227.4638840205434,234.78170583308884,226.47900554995678,226.3823994193222,226.33669749878553,228.56095564063097,224.0274090212591,226.3818817510496,226.47900554995678,226.5259039103057,226.3570338315885,226.47900554995678,226.47900554995678,191.99870033925896,245.63572004343837,131.81793162130566
ptCorr_10to15_abseta_1p479to2p5,223.91373974139736,3.6823131167342598,205.24042056798942,222.88078551761606,224.92887425009184,227.24107097655786,223.91373974139736,223.6364796425419,224.3766593171482,225.85946379553454,221.40497065370948,223.91373974139736,223.91373974139736,223.62173710948835,224.6470893619805,223.91373974139736,223.91373974139736,189.33248455811295,240.837243620729,132.4539674049425
ptCorr_15to20_abseta_0p0to0p8,371.8202498422223,4.715215653990141,363.5607843740487,370.20787961394933,373.40521134790015,397.47629658275935,371.8202498422223,371.1662195802386,371.9225592677191,375.7197488509729,367.66276303133293,371.8750807009257,371.8202498422223,372.0844883256276,372.305575102063,371.75466364934243,371.8202498422223,316.88026037209113,403.7979379620681,236.00021047393943
ptCorr_15to20_abseta_0p8to1p479,230.6062424279452,3.6784588225563564,223.4998993775258,229.72525874592597,231.46771877216713,238.76482926618948,230.6062424279452,230.87198609823426,230.97671956259174,232.96836582602407,227.9216458444695,230.6506067930901,230.6062424279452,230.46221074981003,231.06347934800831,230.6062424279452,230.6062424279452,192.3114477799443,250.23471275639238,147.40225656964168
ptCorr_15to20_abseta_1p479to2p5,226.90951421586425,3.642010771761443,216.1853145450895,225.93560051857116,227.8572514865531,230.2786745516425,226.90951421586425,226.72222782605206,226.79532517218792,229.05992018795183,224.74809043764833,226.8598988752002,226.90951421586425,226.67153042189943,227.03059412047998,226.90951421586425,226.90951421586425,191.286987744177,247.24687710608572,147.008337779893
ptCorr_20to25_abseta_0p0to0p8,342.3355495574321,4.175803399233298,340.9880056674258,341.1144667921943,343.5305517912656,344.82169199177895,342.3355495574321,341.81970457933306,342.776060202571,345.72235089324994,339.3005573340928,342.375407695418,342.3355495574321,342.0781739193698,342.0861159518697,342.3355495574321,342.3355495574321,286.3492984487118,375.01965807611896,222.3612181212758
ptCorr_20to25_abseta_0p8to1p479,222.67685394169703,3.364607705536554,220.42418637319912,221.80555584834653,223.52907951936695,223.94668271836656,222.67685394169703,222.59885597306686,222.90195643869734,225.15005462618856,220.4021788765682,222.76187423850817,222.67685394169703,222.39503462536194,222.65819435791755,222.67685394169703,222.67685394169703,184.69773134867586,242.9417314709294,146.91111410365232
ptCorr_20to25_abseta_1p479to2p5,192.91665852178403,3.1300156326767423,190.97158916211902,191.45111241571897,194.3657878754766,194.05237961384154,192.91665852178403,192.60043769746642,193.0611257271463,194.84624685199142,190.73324183093405,193.11043465015072,192.91665852178403,192.7480736414043,193.46204397484826,192.91665852178403,192.91665852178403,158.29950021173534,211.1079119913614,127.57315650387916
ptCorr_25to35_abseta_0p0to0p8,681.0027565205152,5.877418690608072,680.6212752839368,678.7230795493259,683.2287447549702,682.9764433807511,681.0027565205152,679.5738883149772,681.9714284537242,688.0112243291418,672.9972437213562,680.9042750360396,681.0027565205152,680.8591951617605,681.454559665655,681.0027565205152,681.0027565205152,565.5041029533525,739.3369513534636,462.118707240345
