,Central,Stat
ptCorr_10to15_abseta_0p0to0p8,0.5568865400689101,0.004113805209749079
ptCorr_10to15_abseta_0p8to1p479,0.5766418594128145,0.005389050786250946
ptCorr_10to15_abseta_1p479to2p5,0.6125937047857055,0.006169202268598059
ptCorr_15to20_abseta_0p0to0p8,0.3723967780409284,0.004250815602311591
ptCorr_15to20_abseta_0p8to1p479,0.417373859093637,0.005530664924702757
ptCorr_15to20_abseta_1p479to2p5,0.47124439566040816,0.00625681584671776
ptCorr_20to25_abseta_0p0to0p8,0.2866841781600869,0.004913446366049241
ptCorr_20to25_abseta_0p8to1p479,0.3358042876615051,0.006462278074796379
ptCorr_20to25_abseta_1p479to2p5,0.3938620639873978,0.007304284160064688
ptCorr_25to35_abseta_0p0to0p8,0.20722347061820537,0.004129467022897189
ptCorr_25to35_abseta_0p8to1p479,0.26140775425241,0.005423207074555212
ptCorr_25to35_abseta_1p479to2p5,0.3189044553765468,0.006281654588560274
ptCorr_35to50_abseta_0p0to0p8,0.14272411924928516,0.004470927394750569
ptCorr_35to50_abseta_0p8to1p479,0.19843955422539605,0.006109698957893322
ptCorr_35to50_abseta_1p479to2p5,0.24116447687313158,0.006922940643809368
ptCorr_50to100_abseta_0p0to0p8,0.12226668914446824,0.00440113480769206
ptCorr_50to100_abseta_0p8to1p479,0.17269681013931856,0.005922965173291069
ptCorr_50to100_abseta_1p479to2p5,0.22330133823154402,0.006699653919655673
