0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adadelta', 0.001, 'StepLR')","(64, 'Adam', 0.005, 'ExponentialLR')","(128, 'RMSprop', 0.001, 'ExponentialLR')","(128, 'Adam', 0.002, 'CyclicLR')","(128, 'AdamW', 0.001, 'CyclicLR')","(64, 'AdamW', 0.005, 'ExponentialLR')","(128, 'Adam', 0.005, 'StepLR')","(128, 'Adam', 0.01, 'StepLR')","(64, 'Adadelta', 0.005, 'CyclicLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(64, 'Adam', 0.001, 'CyclicLR')","(64, 'Adam', 0.002, 'ExponentialLR')","(64, 'Adam', 0.005, 'StepLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'Adam', 0.001, 'StepLR')"
fitness,0.6307614806038992,0.4330105372837611,0.8155411876042684,0.43931781910714635,0.43656869661240355,0.4344314316000257,0.43580645790554223,0.5111237030029296,0.5431196915762765,0.43466476534661797,0.43466476534661797,0.43466476534661797,0.4340085416521345,0.4334473691667829,0.4332047804650806,0.43297466835521503,0.43227412897064577,0.4302837674844833
