0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'AdamW', 0.005, 'StepLR')","(64, 'Adam', 0.001, 'StepLR')","(128, 'Adadelta', 0.005, 'ExponentialLR')","(128, 'Adadelta', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.01, 'StepLR')","(128, 'RMSprop', 0.01, 'ExponentialLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(64, 'Adadelta', 0.01, 'CyclicLR')","(128, 'RMSprop', 0.01, 'CyclicLR')","(128, 'RMSprop', 0.001, 'CyclicLR')","(128, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.01, 'ExponentialLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.001, 'StepLR')"
fitness,0.4360633957613081,0.4302837674844833,0.5748825830732073,0.6357359504699707,0.5120851603916713,0.8127614430018834,0.4340085416521345,0.5330019335065569,0.7876186174665178,0.5014278640747071,0.43567596714837215,0.43551375056448444,0.4352444610595703,0.4347612107708341,0.43466476534661797,0.43466476534661797,0.43466476534661797,0.43227412897064577
