syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(70.03874543535194, 0.3092157522038705)","(2.7947302456238177, 1.3770922377591022)","(0.028396829565436696, 0.18061284691283527)","(1.3595347018301982, 0.29787376925111314)","(1.0296363959575747, 0.05157921464604732)","(0.30227596902129233, 0.028744794325793237)"
L1PrefireUp,"(69.8914738039013, 0.3085659546253889)",-,-,"(1.35703778336764, 0.2973036484031338)","(1.0274462778300069, 0.05147019414115457)","(0.30168317209838147, 0.028684624834519015)"
L1PrefireDown,"(70.17959558400867, 0.3098374118295423)",-,-,"(1.3618561969553282, 0.29841753017081624)","(1.03172320655315, 0.05168272314079339)","(0.3028345976101044, 0.028802338227413717)"
PileupReweightUp,"(69.55320487914145, 0.31671034865763664)",-,-,"(1.3731968168671351, 0.30134137984410997)","(1.0238076888726664, 0.052856708638417724)","(0.3012657935348699, 0.029259217644870758)"
PileupReweightDown,"(70.52030750452595, 0.31293504229924934)",-,-,"(1.3339955742411198, 0.2958099209900548)","(1.0337288964032232, 0.052160605712175255)","(0.3030526783961091, 0.029360763808692472)"
MuonIDSFUp,"(72.09049083658755, 0.3182656281740729)",-,-,"(1.4103480369800623, 0.30775034670234014)","(1.061461148606557, 0.05317096180331874)","(0.3118676148331351, 0.029578456379517355)"
MuonIDSFDown,"(68.02063891227166, 0.3003910668541398)",-,-,"(1.3098604504720686, 0.2882884604474946)","(0.99837602147087, 0.050028993617177345)","(0.29285886607893485, 0.027931377338791228)"
DblMuTrigSFUp,"(70.04773011105888, 0.30925529555850895)",-,-,"(1.3597206111714304, 0.29790950575822533)","(1.029791006786154, 0.05158690875043363)","(0.3023202322352626, 0.0287486506380804)"
DblMuTrigSFDown,"(70.0296764036986, 0.309175843930267)",-,-,"(1.359346827897567, 0.2978376974883324)","(1.0294802333328796, 0.051571446222269446)","(0.30223125549907714, 0.028740900546892365)"
JetResUp,"(70.0712631213919, 0.3092879085839382)",-,-,"(1.3226592026095896, 0.29569529577115145)","(1.029521621080156, 0.051573422081577835)","(0.2982954787269925, 0.028619599109145872)"
JetResDown,"(69.9474863126406, 0.308987893385769)",-,-,"(1.351944009117954, 0.29742417483561623)","(1.0279479595506973, 0.05154195885807237)","(0.29764913346980804, 0.02834462785223653)"
JetEnUp,"(71.00572389995551, 0.3116188002375476)",-,-,"(1.4844648466130563, 0.3149925165664708)","(1.0362163433371565, 0.05174443719328795)","(0.30749378643393027, 0.02910888936369565)"
JetEnDown,"(69.09526750601471, 0.30687444412875836)",-,-,"(1.2521246593863524, 0.29155579030795137)","(1.0298098906805182, 0.051556442792371045)","(0.2890714870695792, 0.02823216646525786)"
MuonEnUp,"(70.07786065690527, 0.3093075864283136)",-,-,"(1.305544102788263, 0.2925831490761045)","(1.0369810439225895, 0.051719573309222736)","(0.303445700715097, 0.028672499830575536)"
MuonEnDown,"(70.00290671796904, 0.30913162303716124)",-,-,"(1.362446242288737, 0.29787746880170646)","(1.032335347498491, 0.051601865156424585)","(0.29764818211654, 0.0287595595307856)"
ElectronEnUp,"(70.03746734809481, 0.30921311082159597)",-,-,"(1.3595347018301982, 0.29787376925111314)","(1.0296363959575747, 0.05157921464604732)","(0.30227596902129233, 0.028744794325793237)"
ElectronEnDown,"(70.03874543535194, 0.3092157522038705)",-,-,"(1.3595347018301982, 0.29787376925111314)","(1.0296363959575747, 0.05157921464604732)","(0.30227596902129233, 0.028744794325793237)"
ElectronResUp,"(70.03874543535194, 0.3092157522038705)",-,-,"(1.3595347018301982, 0.29787376925111314)","(1.0296363959575747, 0.05157921464604732)","(0.30227596902129233, 0.028744794325793237)"
ElectronResDown,"(70.03874543535194, 0.3092157522038705)",-,-,"(1.3595347018301982, 0.29787376925111314)","(1.0296363959575747, 0.05157921464604732)","(0.30227596902129233, 0.028744794325793237)"
NonpromptUp,-,"(3.827149083752121, 2.375859667735876)",-,-,-,-
NonpromptDown,-,"(2.0054168793152267, 1.314190228162409)",-,-,-,-
ConversionUp,-,-,"(0.040322919046537536, 0.2564665603971249)",-,-,-
ConversionDown,-,-,"(0.01647074008433587, 0.10475913342854563)",-,-,-
