,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,43514.88744856139,1303.8100839213637,42083.23982956954,43450.56005949063,43575.56831937719,46517.46728858689,43514.88744856139,44322.15600324058,42865.285898807684,45808.51530326104,41456.538210423685,43514.88744856139,43514.88744856139,43596.83217832578,43532.56864805467,43514.88744856139,43514.88744856139,21948.87363714572,75255.00282638137,2299.0119389081738
ptCorr_10to15_abseta_0p8to1p479,27125.452927260634,1004.6795138936025,26405.16263636585,27086.89809146589,27162.241432782175,28113.150303383838,27125.452927260634,27445.997927185625,27069.52961608952,28240.475522142806,26163.48796300689,27090.627477238668,27125.452927260634,27096.50552951279,27160.520537516983,27125.452927260634,27125.452927260634,12494.203555806022,46170.33309070587,1541.4702111829945
ptCorr_10to15_abseta_1p479to2p5,26317.004720263125,1005.5225900239352,24595.177284850604,26268.76756992389,26363.518315458612,26709.14042982558,26317.004720263125,26571.809942629257,26016.61278597069,27738.55896436325,24740.88163509329,26317.004720263125,26317.004720263125,26297.180710365174,26375.4230234023,26317.004720263125,26317.004720263125,13864.528887011487,44241.62217330844,941.9853667400712
ptCorr_15to20_abseta_0p0to0p8,54222.866718052006,1434.9931117817694,54205.93333798925,54142.21135479462,54299.66711046964,57964.3100727767,54222.866718052006,54932.68737442552,53457.16236806251,57208.15906931144,51470.18193004746,54222.866718052006,54222.866718052006,54089.0256993446,54328.731222138755,54222.866718052006,54222.866718052006,25899.531366903917,94145.11574830447,2547.4752152137635
ptCorr_15to20_abseta_0p8to1p479,37531.36056858244,1192.2118296878984,36713.27041099659,37482.78275746137,37578.06472120003,38867.31553964127,37531.36056858244,37918.98461413463,37093.60849176607,39490.01702498718,35394.57966005422,37566.18601860441,37531.36056858244,37597.39042329579,37512.251674347826,37531.36056858244,37531.36056858244,18435.310553547108,65430.61721496573,1978.5313362563932
ptCorr_15to20_abseta_1p479to2p5,37277.64173839569,1179.8071596149937,36161.514125184556,37219.399435869156,37333.22359140268,37827.29053504199,37277.64173839569,37685.81540291145,37090.89213257298,39279.30305183879,35349.95030214985,37277.641738395694,37277.64173839569,37165.802295033034,37402.61037649436,37277.64173839569,37277.64173839569,18046.63919510867,64889.68502487862,1729.199728840245
ptCorr_20to25_abseta_0p0to0p8,54625.50384072123,1345.6147931683845,54260.039679891925,54549.75503132252,54699.36121269517,54810.30133710105,54625.50384072123,54732.78729515643,54091.669312966806,56979.584347913515,51516.142894940014,54625.50384072123,54625.50384072123,54679.982960178975,54628.53170648447,54625.50384072123,54625.50384072123,26077.2723118741,93252.26067749198,2637.995006464336
ptCorr_20to25_abseta_0p8to1p479,39481.48341183156,1133.1987854213658,39285.44142270515,39436.82400748773,39523.94515647681,39638.79192543929,39481.48341183156,39998.1604762626,39153.702182960864,41551.10488370751,38221.958890799164,39538.28733906268,39481.48341183156,39412.616451697046,39517.65370219324,39481.48341183156,39481.48341183156,19495.363476996652,66107.71953563268,2139.567968952805
ptCorr_20to25_abseta_1p479to2p5,44272.95628962648,1189.14424419398,43908.47426046865,44044.62859435742,44498.34550239045,44511.319103835805,44272.95628962648,45024.99017421682,43756.57208873957,46913.65736621541,42247.61560741792,44272.95628962648,44272.95628962648,44141.82686267534,44398.57655544672,44272.95628962648,44272.95628962648,23153.015475130826,72294.65044443101,2142.9744939363286
ptCorr_25to35_abseta_0p0to0p8,123617.05417117936,2021.9129640230044,122857.11221737349,123471.48822392525,123754.80348403809,123942.06433350568,123617.05417117936,124638.06046501035,122229.08879362303,128930.83719966302,117384.23239405657,123617.05417117935,123617.05417117936,123476.0970829208,123600.7104991641,123617.05417117936,123617.05417117936,60936.973686213554,195653.47966470622,6011.245776460565
