syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(115.5480671198146, 0.41315178358413573)","(130.73029719128078, 7.750029808008301)","(-0.059946151509932794, 1.6272278397205835)","(95.70847429440596, 3.119928589667737)","(86.12823599188263, 0.5286420456698734)","(34.353146859436265, 0.5094383786977309)"
L1PrefireUp,"(115.29010710908183, 0.4122283320257266)",-,-,"(95.4912744170346, 3.112964439793049)","(85.92868576752701, 0.5274174493891951)","(34.27545599569706, 0.5081624595140348)"
L1PrefireDown,"(115.79723860036007, 0.41404436912722437)",-,-,"(95.92230487531074, 3.1268053859872547)","(86.32243874394568, 0.5298334218390365)","(34.42899280991314, 0.5106765522905142)"
PileupReweightUp,"(114.92170874615786, 0.4242250260655875)",-,-,"(97.82976209621864, 3.326915761719493)","(85.71822793541382, 0.5428202900345174)","(34.045740965798345, 0.6068949396312192)"
PileupReweightDown,"(116.14862571518803, 0.41739270343071816)",-,-,"(93.45465393782081, 3.0564078695770176)","(86.50708442429517, 0.5339589741287581)","(34.66951353969099, 0.47355437663230615)"
MuonIDSFUp,"(117.8983683735059, 0.42138612574579387)",-,-,"(97.30289396898046, 3.172291834130035)","(87.48147995274272, 0.5368195811327886)","(34.94861436629892, 0.5201993145520561)"
MuonIDSFDown,"(113.22580117530457, 0.40510059242966767)",-,-,"(94.13131910227536, 3.068654499158649)","(84.78837907771201, 0.5206278215563203)","(33.76412886246152, 0.49890608184627566)"
DblMuTrigSFUp,"(115.5616683527844, 0.4132000355615476)",-,-,"(95.72038218374347, 3.120319516256895)","(86.14021380036168, 0.5287157526284965)","(34.357363195094024, 0.5095020885482705)"
DblMuTrigSFDown,"(115.53434602546744, 0.4131031147662346)",-,-,"(95.69644914116505, 3.119533800509522)","(86.11614293030809, 0.5285676373359341)","(34.348890803065466, 0.5093740338088496)"
JetResUp,"(115.55698105733849, 0.41313281479081665)",-,-,"(98.45264054516646, 3.1145877303293172)","(86.08608969258117, 0.5286148992445402)","(34.680842179494086, 0.5369750180207399)"
JetResDown,"(115.34390508752628, 0.4126872703166195)",-,-,"(94.11264932794717, 3.097942059505064)","(86.07463072851023, 0.5285829031918563)","(34.28733962426514, 0.5088239150178632)"
JetEnUp,"(117.15737682016564, 0.4164168238835083)",-,-,"(104.96047627404235, 3.2755735000752697)","(86.53778163030903, 0.5305166505677806)","(35.1722929159331, 0.5129119891673901)"
JetEnDown,"(113.88092372173914, 0.4098174359146347)",-,-,"(87.45026441588851, 2.9726087521249753)","(85.59515690298403, 0.5267541645531391)","(33.52549328351392, 0.5079404412930661)"
MuonEnUp,"(115.62855855722972, 0.41332374385538917)",-,-,"(95.72049685909258, 3.1098404227616006)","(85.68761295687473, 0.5274010394891068)","(34.1865790249022, 0.5087271754041137)"
MuonEnDown,"(115.40725742860025, 0.4128652457290945)",-,-,"(95.74745281247941, 3.1191701386761674)","(86.54936950710731, 0.5298719295979613)","(34.51344572490038, 0.5100978119912387)"
ElectronEnUp,"(115.5480861832117, 0.41315184449248193)",-,-,"(95.70847429440596, 3.119928589667737)","(86.12696113430759, 0.5286405084631633)","(34.351948473217384, 0.5094369691734622)"
ElectronEnDown,"(115.55068218719578, 0.41315592279254476)",-,-,"(95.70847429440596, 3.119928589667737)","(86.13366645639351, 0.5286490599801984)","(34.353146859436265, 0.5094383786977309)"
ElectronResUp,"(115.54935261827652, 0.41315378345725956)",-,-,"(95.70847429440596, 3.119928589667737)","(86.12972866606312, 0.5286441530237874)","(34.353146859436265, 0.5094383786977309)"
ElectronResDown,"(115.5480671198146, 0.41315178358413573)",-,-,"(95.70847429440596, 3.119928589667737)","(86.12823599188263, 0.5286420456698734)","(34.353146859436265, 0.5094383786977309)"
NonpromptUp,-,"(240.01119476731114, 13.060621137293005)",-,-,-,-
NonpromptDown,-,"(74.28895148109483, 7.384976414522845)",-,-,-,-
ConversionUp,-,-,"(-0.7013171531628929, 2.888060015160329)",-,-,-
ConversionDown,-,-,"(0.5814248501430277, 0.44656157667651863)",-,-,-
