syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(116.17483520942962, 0.43173415444611873)","(51.38166477788011, 5.240175341518823)","(10.233381538288151, 4.179016745316312)","(9.403717948797201, 0.8001532564192242)","(9.724202080894871, 0.1677354944079287)","(3.1798816803793373, 0.20496053698365146)"
L1PrefireUp,"(115.92325152961787, 0.43080012920305516)",-,-,"(9.383242317821999, 0.7984535079748053)","(9.702405713641376, 0.1673608231465664)","(3.172753730777173, 0.20449505198254245)"
L1PrefireDown,"(116.41650950020643, 0.4326316842422511)",-,-,"(9.423493885360783, 0.8018140670272073)","(9.745201548540901, 0.16809655733626053)","(3.18679889299665, 0.20536136475004757)"
PileupReweightUp,"(115.3227319895922, 0.44153992986412915)",-,-,"(9.436363709472435, 0.8262869670894475)","(9.686281867488125, 0.17240476164256555)","(3.1970109564611153, 0.18917278580806657)"
PileupReweightDown,"(116.95783940015917, 0.4370441480788078)",-,-,"(9.327510870984085, 0.7981549438152142)","(9.77508240271268, 0.16948957769173956)","(3.147859327336577, 0.2290306340106575)"
MuonIDSFUp,"(119.35443754498117, 0.44360822418761525)",-,-,"(9.653159564058903, 0.8201717939388755)","(9.95075898865262, 0.17164441184592144)","(3.2559243708660803, 0.2115175343611389)"
MuonIDSFDown,"(113.04263704448356, 0.42013298217837713)",-,-,"(9.157778899208301, 0.7805227889947747)","(9.500510371281674, 0.16391186976980704)","(3.1048366177272726, 0.19852600763349884)"
DblMuTrigSFUp,"(116.18919830588474, 0.43178740095635737)",-,-,"(9.404845733441833, 0.8002493705734455)","(9.725487941838878, 0.16775742742755959)","(3.1802620950865075, 0.20498101210237066)"
DblMuTrigSFDown,"(116.1603421451559, 0.4316804335128352)",-,-,"(9.402579094632154, 0.8000562138507133)","(9.722904140232702, 0.16771335508507826)","(3.179497861123234, 0.20493986576886744)"
JetResUp,"(116.15228966878819, 0.4317678070168033)",-,-,"(9.8840896118679, 0.8093160593754677)","(9.725830961302778, 0.16784063566364746)","(3.209939463765979, 0.20508941986103787)"
JetResDown,"(116.19376756346004, 0.43179420105141303)",-,-,"(9.325545804971545, 0.8071563638032155)","(9.726914662113316, 0.16782695674304998)","(3.1875401995389696, 0.20500241563655575)"
JetEnUp,"(117.3396698929076, 0.4342808683506192)",-,-,"(10.112018971770265, 0.845609173360503)","(9.789731707390088, 0.1685421365026809)","(3.268397138930134, 0.20572386806321669)"
JetEnDown,"(114.96828529302583, 0.4291824592919281)",-,-,"(8.590941258386824, 0.7735818952572469)","(9.672973455290471, 0.16721699187930822)","(3.1097905278826565, 0.20415328252123793)"
MuonEnUp,"(116.2097420108976, 0.4318078062841163)",-,-,"(9.441210361158308, 0.8046539442373539)","(9.69253951025732, 0.16765145881354254)","(3.1860317569692485, 0.20494125264613802)"
MuonEnDown,"(116.1090655771805, 0.4316249436511119)",-,-,"(9.438908262832586, 0.8007374908937136)","(9.724659190008246, 0.16779098802888565)","(3.1734366681716515, 0.20492501310194597)"
ElectronEnUp,"(116.17223604183039, 0.4317302375104053)",-,-,"(9.403717948797201, 0.8001532564192242)","(9.724202080894871, 0.1677354944079287)","(3.1798816803793373, 0.20496053698365146)"
ElectronEnDown,"(116.17483520942962, 0.43173415444611873)",-,-,"(9.403717948797201, 0.8001532564192242)","(9.724393597861534, 0.16773719396039563)","(3.1798816803793373, 0.20496053698365146)"
ElectronResUp,"(116.17483520942962, 0.43173415444611873)",-,-,"(9.403717948797201, 0.8001532564192242)","(9.724202080894871, 0.1677354944079287)","(3.1798816803793373, 0.20496053698365146)"
ElectronResDown,"(116.17483520942962, 0.43173415444611873)",-,-,"(9.403717948797201, 0.8001532564192242)","(9.724202080894871, 0.1677354944079287)","(3.1798816803793373, 0.20496053698365146)"
NonpromptUp,-,"(85.87651745153032, 8.540371348129241)",-,-,-,-
NonpromptDown,-,"(33.52035982757486, 5.00536193019897)",-,-,-,-
ConversionUp,-,-,"(18.65100005858476, 7.614786737403281)",-,-,-
ConversionDown,-,-,"(1.815763017991538, 0.7941816156797752)",-,-,-
